item_number,block_sequence,trial_sequence_total,Answer.time_in_minutes,workerid,Answer.condition,list_number,response,condition 
5,13,54,9.36115,14,undefined,1,0.01,SUBJ
992,13,55,9.36115,14,undefined,99,0.97,UNGRAM
10,14,56,9.36115,14,undefined,1,0.02,CNPC
104,14,57,9.36115,14,undefined,1,0.99,FILL
12,14,58,9.36115,14,undefined,1,0,WH
11,14,59,9.36115,14,undefined,1,0.03,SUBJ
994,14,60,9.36115,14,undefined,99,0.98,UNGRAM
29,15,61,9.36115,14,undefined,1,0.02,SUBJ
30,15,62,9.36115,14,undefined,1,0.99,WH
28,15,63,9.36115,14,undefined,1,0.03,CNPC
110,15,64,9.36115,14,undefined,1,0.98,FILL
practice_good,practice,0,13.085333333333333,15,undefined,practice,1,practice_good
practice_bad,practice,0,13.085333333333333,15,undefined,practice,0,practice_bad
32,1,1,13.085333333333333,15,undefined,1,0.22,SUBJ
31,1,2,13.085333333333333,15,undefined,1,0.15,CNPC
111,1,3,13.085333333333333,15,undefined,1,0.72,FILL
33,1,4,13.085333333333333,15,undefined,1,0.25,WH
102,2,5,13.085333333333333,15,undefined,1,1,FILL
5,2,6,13.085333333333333,15,undefined,1,0.24,SUBJ
4,2,7,13.085333333333333,15,undefined,1,0.16,CNPC
6,2,8,13.085333333333333,15,undefined,1,0.47,WH
992,2,9,13.085333333333333,15,undefined,99,0,UNGRAM
26,3,10,13.085333333333333,15,undefined,1,0,SUBJ
27,3,11,13.085333333333333,15,undefined,1,0,WH
109,3,12,13.085333333333333,15,undefined,1,0.82,FILL
25,3,13,13.085333333333333,15,undefined,1,0.11,CNPC
8,4,14,13.085333333333333,15,undefined,1,0.08,SUBJ
7,4,15,13.085333333333333,15,undefined,1,0.29,CNPC
9,4,16,13.085333333333333,15,undefined,1,0,WH
103,4,17,13.085333333333333,15,undefined,1,1,FILL
993,4,18,13.085333333333333,15,undefined,99,0.22,UNGRAM
2,5,19,13.085333333333333,15,undefined,1,0,SUBJ
3,5,20,13.085333333333333,15,undefined,1,0,WH
1,5,21,13.085333333333333,15,undefined,1,0,CNPC
101,5,22,13.085333333333333,15,undefined,1,1,FILL
991,5,23,13.085333333333333,15,undefined,99,0,UNGRAM
106,6,24,13.085333333333333,15,undefined,1,0.81,FILL
16,6,25,13.085333333333333,15,undefined,1,0,CNPC
17,6,26,13.085333333333333,15,undefined,1,0.28,SUBJ
18,6,27,13.085333333333333,15,undefined,1,0.21,WH
104,7,28,13.085333333333333,15,undefined,1,1,FILL
12,7,29,13.085333333333333,15,undefined,1,0.18,WH
11,7,30,13.085333333333333,15,undefined,1,0.19,SUBJ
10,7,31,13.085333333333333,15,undefined,1,0.24,CNPC
994,7,32,13.085333333333333,15,undefined,99,0.15,UNGRAM
114,8,33,13.085333333333333,15,undefined,1,0.19,FILL
42,8,34,13.085333333333333,15,undefined,1,0.12,WH
40,8,35,13.085333333333333,15,undefined,1,0.18,CNPC
41,8,36,13.085333333333333,15,undefined,1,0.43,SUBJ
110,9,37,13.085333333333333,15,undefined,1,1,FILL
29,9,38,13.085333333333333,15,undefined,1,0.17,SUBJ
30,9,39,13.085333333333333,15,undefined,1,0.2,WH
28,9,40,13.085333333333333,15,undefined,1,0.84,CNPC
35,10,41,13.085333333333333,15,undefined,1,0.12,SUBJ
36,10,42,13.085333333333333,15,undefined,1,0,WH
34,10,43,13.085333333333333,15,undefined,1,0.12,CNPC
112,10,44,13.085333333333333,15,undefined,1,0,FILL
14,11,45,13.085333333333333,15,undefined,1,0.08,SUBJ
13,11,46,13.085333333333333,15,undefined,1,0,CNPC
15,11,47,13.085333333333333,15,undefined,1,0.5,WH
105,11,48,13.085333333333333,15,undefined,1,0.89,FILL
45,12,49,13.085333333333333,15,undefined,1,0.29,WH
44,12,50,13.085333333333333,15,undefined,1,0.22,SUBJ
115,12,51,13.085333333333333,15,undefined,1,1,FILL
43,12,52,13.085333333333333,15,undefined,1,0,CNPC
113,13,53,13.085333333333333,15,undefined,1,1,FILL
38,13,54,13.085333333333333,15,undefined,1,0,SUBJ
37,13,55,13.085333333333333,15,undefined,1,0.15,CNPC
39,13,56,13.085333333333333,15,undefined,1,0,WH
23,14,57,13.085333333333333,15,undefined,1,0.65,SUBJ
22,14,58,13.085333333333333,15,undefined,1,0.31,CNPC
24,14,59,13.085333333333333,15,undefined,1,0.81,WH
108,14,60,13.085333333333333,15,undefined,1,0.87,FILL
107,15,61,13.085333333333333,15,undefined,1,0.84,FILL
19,15,62,13.085333333333333,15,undefined,1,0.27,CNPC
20,15,63,13.085333333333333,15,undefined,1,0.71,SUBJ
21,15,64,13.085333333333333,15,undefined,1,0.66,WH
practice_good,practice,0,16.3828,16,undefined,practice,1,practice_good
practice_bad,practice,0,16.3828,16,undefined,practice,0,practice_bad
4,1,1,16.3828,16,undefined,1,0.29,CNPC
5,1,2,16.3828,16,undefined,1,0.8,SUBJ
102,1,3,16.3828,16,undefined,1,1,FILL
6,1,4,16.3828,16,undefined,1,0.87,WH
992,1,5,16.3828,16,undefined,99,0.01,UNGRAM
110,2,6,16.3828,16,undefined,1,1,FILL
29,2,7,16.3828,16,undefined,1,0,SUBJ
30,2,8,16.3828,16,undefined,1,0.29,WH
28,2,9,16.3828,16,undefined,1,0,CNPC
1,3,10,16.3828,16,undefined,1,0,CNPC
101,3,11,16.3828,16,undefined,1,1,FILL
3,3,12,16.3828,16,undefined,1,0.85,WH
2,3,13,16.3828,16,undefined,1,0.69,SUBJ
991,3,14,16.3828,16,undefined,99,0,UNGRAM
108,4,15,16.3828,16,undefined,1,1,FILL
22,4,16,16.3828,16,undefined,1,0.19,CNPC
23,4,17,16.3828,16,undefined,1,0.71,SUBJ
24,4,18,16.3828,16,undefined,1,0.56,WH
19,5,19,16.3828,16,undefined,1,0,CNPC
107,5,20,16.3828,16,undefined,1,1,FILL
21,5,21,16.3828,16,undefined,1,1,WH
20,5,22,16.3828,16,undefined,1,0.86,SUBJ
106,6,23,16.3828,16,undefined,1,1,FILL
17,6,24,16.3828,16,undefined,1,0.64,SUBJ
18,6,25,16.3828,16,undefined,1,0.64,WH
16,6,26,16.3828,16,undefined,1,0.24,CNPC
31,7,27,16.3828,16,undefined,1,0.18,CNPC
111,7,28,16.3828,16,undefined,1,1,FILL
33,7,29,16.3828,16,undefined,1,0.4,WH
32,7,30,16.3828,16,undefined,1,0.71,SUBJ
42,8,31,16.3828,16,undefined,1,0.7,WH
114,8,32,16.3828,16,undefined,1,1,FILL
40,8,33,16.3828,16,undefined,1,0.01,CNPC
41,8,34,16.3828,16,undefined,1,0.64,SUBJ
14,9,35,16.3828,16,undefined,1,0.57,SUBJ
13,9,36,16.3828,16,undefined,1,0.3,CNPC
105,9,37,16.3828,16,undefined,1,1,FILL
15,9,38,16.3828,16,undefined,1,0.67,WH
43,10,39,16.3828,16,undefined,1,0.25,CNPC
44,10,40,16.3828,16,undefined,1,0.1,SUBJ
45,10,41,16.3828,16,undefined,1,0.57,WH
115,10,42,16.3828,16,undefined,1,1,FILL
10,11,43,16.3828,16,undefined,1,0.01,CNPC
104,11,44,16.3828,16,undefined,1,1,FILL
11,11,45,16.3828,16,undefined,1,0.67,SUBJ
12,11,46,16.3828,16,undefined,1,0.68,WH
994,11,47,16.3828,16,undefined,99,0,UNGRAM
113,12,48,16.3828,16,undefined,1,0.92,FILL
39,12,49,16.3828,16,undefined,1,0.93,WH
38,12,50,16.3828,16,undefined,1,0.32,SUBJ
37,12,51,16.3828,16,undefined,1,0.2,CNPC
109,13,52,16.3828,16,undefined,1,1,FILL
26,13,53,16.3828,16,undefined,1,0.59,SUBJ
25,13,54,16.3828,16,undefined,1,0.36,CNPC
27,13,55,16.3828,16,undefined,1,0.87,WH
36,14,56,16.3828,16,undefined,1,0.81,WH
112,14,57,16.3828,16,undefined,1,0,FILL
35,14,58,16.3828,16,undefined,1,0.68,SUBJ
34,14,59,16.3828,16,undefined,1,0.62,CNPC
7,15,60,16.3828,16,undefined,1,0.36,CNPC
103,15,61,16.3828,16,undefined,1,1,FILL
8,15,62,16.3828,16,undefined,1,0.62,SUBJ
9,15,63,16.3828,16,undefined,1,0,WH
993,15,64,16.3828,16,undefined,99,0,UNGRAM
practice_good,practice,0,18.736833333333333,17,undefined,practice,0.97,practice_good
practice_bad,practice,0,18.736833333333333,17,undefined,practice,0.03,practice_bad
113,1,1,18.736833333333333,17,undefined,1,0.84,FILL
37,1,2,18.736833333333333,17,undefined,1,0.34,CNPC
38,1,3,18.736833333333333,17,undefined,1,0.22,SUBJ
39,1,4,18.736833333333333,17,undefined,1,0.87,WH
21,2,5,18.736833333333333,17,undefined,1,0.32,WH
19,2,6,18.736833333333333,17,undefined,1,0.18,CNPC
20,2,7,18.736833333333333,17,undefined,1,0.49,SUBJ
107,2,8,18.736833333333333,17,undefined,1,0.94,FILL
2,3,9,18.736833333333333,17,undefined,1,0.08,SUBJ
1,3,10,18.736833333333333,17,undefined,1,0.67,CNPC
101,3,11,18.736833333333333,17,undefined,1,0.99,FILL
3,3,12,18.736833333333333,17,undefined,1,0.97,WH
991,3,13,18.736833333333333,17,undefined,99,0,UNGRAM
105,4,14,18.736833333333333,17,undefined,1,0.93,FILL
14,4,15,18.736833333333333,17,undefined,1,0.17,SUBJ
13,4,16,18.736833333333333,17,undefined,1,0.66,CNPC
15,4,17,18.736833333333333,17,undefined,1,0.9,WH
36,5,18,18.736833333333333,17,undefined,1,0.85,WH
112,5,19,18.736833333333333,17,undefined,1,0.94,FILL
35,5,20,18.736833333333333,17,undefined,1,0.45,SUBJ
34,5,21,18.736833333333333,17,undefined,1,0.76,CNPC
104,6,22,18.736833333333333,17,undefined,1,0.93,FILL
11,6,23,18.736833333333333,17,undefined,1,0.64,SUBJ
12,6,24,18.736833333333333,17,undefined,1,0.7,WH
10,6,25,18.736833333333333,17,undefined,1,0.29,CNPC
994,6,26,18.736833333333333,17,undefined,99,0.01,UNGRAM
31,7,27,18.736833333333333,17,undefined,1,0.35,CNPC
32,7,28,18.736833333333333,17,undefined,1,0.38,SUBJ
33,7,29,18.736833333333333,17,undefined,1,0.83,WH
111,7,30,18.736833333333333,17,undefined,1,1,FILL
41,8,31,18.736833333333333,17,undefined,1,0.11,SUBJ
42,8,32,18.736833333333333,17,undefined,1,0.73,WH
40,8,33,18.736833333333333,17,undefined,1,0.9,CNPC
114,8,34,18.736833333333333,17,undefined,1,0.89,FILL
18,9,35,18.736833333333333,17,undefined,1,0.47,WH
106,9,36,18.736833333333333,17,undefined,1,0.97,FILL
17,9,37,18.736833333333333,17,undefined,1,0.67,SUBJ
16,9,38,18.736833333333333,17,undefined,1,0.61,CNPC
25,10,39,18.736833333333333,17,undefined,1,0.55,CNPC
27,10,40,18.736833333333333,17,undefined,1,0.99,WH
109,10,41,18.736833333333333,17,undefined,1,1,FILL
26,10,42,18.736833333333333,17,undefined,1,0.66,SUBJ
22,11,43,18.736833333333333,17,undefined,1,0.82,CNPC
24,11,44,18.736833333333333,17,undefined,1,0.84,WH
108,11,45,18.736833333333333,17,undefined,1,1,FILL
23,11,46,18.736833333333333,17,undefined,1,0.77,SUBJ
44,12,47,18.736833333333333,17,undefined,1,0.21,SUBJ
45,12,48,18.736833333333333,17,undefined,1,0.37,WH
115,12,49,18.736833333333333,17,undefined,1,0.82,FILL
43,12,50,18.736833333333333,17,undefined,1,0.39,CNPC
29,13,51,18.736833333333333,17,undefined,1,0.7,SUBJ
110,13,52,18.736833333333333,17,undefined,1,1,FILL
28,13,53,18.736833333333333,17,undefined,1,0.6,CNPC
30,13,54,18.736833333333333,17,undefined,1,0.59,WH
103,14,55,18.736833333333333,17,undefined,1,0.83,FILL
7,14,56,18.736833333333333,17,undefined,1,0.39,CNPC
8,14,57,18.736833333333333,17,undefined,1,0.71,SUBJ
9,14,58,18.736833333333333,17,undefined,1,0.74,WH
993,14,59,18.736833333333333,17,undefined,99,0.13,UNGRAM
102,15,60,18.736833333333333,17,undefined,1,1,FILL
5,15,61,18.736833333333333,17,undefined,1,0.47,SUBJ
4,15,62,18.736833333333333,17,undefined,1,0.37,CNPC
6,15,63,18.736833333333333,17,undefined,1,0.75,WH
992,15,64,18.736833333333333,17,undefined,99,0,UNGRAM
practice_good,practice,0,20.33951666666667,18,undefined,practice,1,practice_good
practice_bad,practice,0,20.33951666666667,18,undefined,practice,0,practice_bad
114,1,1,20.33951666666667,18,undefined,1,0.85,FILL
40,1,2,20.33951666666667,18,undefined,1,0.88,CNPC
41,1,3,20.33951666666667,18,undefined,1,0.05,SUBJ
42,1,4,20.33951666666667,18,undefined,1,0.26,WH
109,2,5,20.33951666666667,18,undefined,1,0.98,FILL
25,2,6,20.33951666666667,18,undefined,1,0.92,CNPC
27,2,7,20.33951666666667,18,undefined,1,0.81,WH
26,2,8,20.33951666666667,18,undefined,1,0.06,SUBJ
3,3,9,20.33951666666667,18,undefined,1,0.69,WH
101,3,10,20.33951666666667,18,undefined,1,0.97,FILL
2,3,11,20.33951666666667,18,undefined,1,0.13,SUBJ
1,3,12,20.33951666666667,18,undefined,1,0.91,CNPC
991,3,13,20.33951666666667,18,undefined,99,0,UNGRAM
35,4,14,20.33951666666667,18,undefined,1,0.31,SUBJ
34,4,15,20.33951666666667,18,undefined,1,0.91,CNPC
36,4,16,20.33951666666667,18,undefined,1,0.84,WH
112,4,17,20.33951666666667,18,undefined,1,0.77,FILL
33,5,18,20.33951666666667,18,undefined,1,0.97,WH
111,5,19,20.33951666666667,18,undefined,1,0.95,FILL
32,5,20,20.33951666666667,18,undefined,1,0.31,SUBJ
31,5,21,20.33951666666667,18,undefined,1,0.95,CNPC
7,6,22,20.33951666666667,18,undefined,1,0.37,CNPC
103,6,23,20.33951666666667,18,undefined,1,0.99,FILL
9,6,24,20.33951666666667,18,undefined,1,0.91,WH
8,6,25,20.33951666666667,18,undefined,1,0.3,SUBJ
993,6,26,20.33951666666667,18,undefined,99,0.03,UNGRAM
22,7,27,20.33951666666667,18,undefined,1,0.82,CNPC
24,7,28,20.33951666666667,18,undefined,1,0.91,WH
108,7,29,20.33951666666667,18,undefined,1,0.99,FILL
23,7,30,20.33951666666667,18,undefined,1,0.69,SUBJ
19,8,31,20.33951666666667,18,undefined,1,0.46,CNPC
107,8,32,20.33951666666667,18,undefined,1,0.99,FILL
20,8,33,20.33951666666667,18,undefined,1,0.66,SUBJ
21,8,34,20.33951666666667,18,undefined,1,0.79,WH
110,9,35,20.33951666666667,18,undefined,1,0.98,FILL
28,9,36,20.33951666666667,18,undefined,1,0.87,CNPC
29,9,37,20.33951666666667,18,undefined,1,0.23,SUBJ
30,9,38,20.33951666666667,18,undefined,1,0.82,WH
102,10,39,20.33951666666667,18,undefined,1,1,FILL
4,10,40,20.33951666666667,18,undefined,1,0.27,CNPC
6,10,41,20.33951666666667,18,undefined,1,0.87,WH
5,10,42,20.33951666666667,18,undefined,1,0.36,SUBJ
992,10,43,20.33951666666667,18,undefined,99,0.04,UNGRAM
12,11,44,20.33951666666667,18,undefined,1,0.74,WH
10,11,45,20.33951666666667,18,undefined,1,0.71,CNPC
11,11,46,20.33951666666667,18,undefined,1,0.44,SUBJ
104,11,47,20.33951666666667,18,undefined,1,0.98,FILL
994,11,48,20.33951666666667,18,undefined,99,0,UNGRAM
45,12,49,20.33951666666667,18,undefined,1,0.96,WH
44,12,50,20.33951666666667,18,undefined,1,0.69,SUBJ
43,12,51,20.33951666666667,18,undefined,1,0.4,CNPC
115,12,52,20.33951666666667,18,undefined,1,0.99,FILL
16,13,53,20.33951666666667,18,undefined,1,0.62,CNPC
17,13,54,20.33951666666667,18,undefined,1,0.38,SUBJ
106,13,55,20.33951666666667,18,undefined,1,1,FILL
18,13,56,20.33951666666667,18,undefined,1,0.86,WH
39,14,57,20.33951666666667,18,undefined,1,0.55,WH
37,14,58,20.33951666666667,18,undefined,1,0.64,CNPC
38,14,59,20.33951666666667,18,undefined,1,0.42,SUBJ
113,14,60,20.33951666666667,18,undefined,1,1,FILL
15,15,61,20.33951666666667,18,undefined,1,0.81,WH
105,15,62,20.33951666666667,18,undefined,1,1,FILL
13,15,63,20.33951666666667,18,undefined,1,0.66,CNPC
14,15,64,20.33951666666667,18,undefined,1,0.39,SUBJ
practice_good,practice,0,14.1076,19,undefined,practice,0.99,practice_good
practice_bad,practice,0,14.1076,19,undefined,practice,0.01,practice_bad
18,1,1,14.1076,19,undefined,1,0.09,WH
16,1,2,14.1076,19,undefined,1,0.14,CNPC
106,1,3,14.1076,19,undefined,1,0.99,FILL
17,1,4,14.1076,19,undefined,1,0.21,SUBJ
25,2,5,14.1076,19,undefined,1,0.93,CNPC
109,2,6,14.1076,19,undefined,1,0.99,FILL
26,2,7,14.1076,19,undefined,1,0.87,SUBJ
27,2,8,14.1076,19,undefined,1,0.99,WH
41,3,9,14.1076,19,undefined,1,0.69,SUBJ
42,3,10,14.1076,19,undefined,1,0.73,WH
40,3,11,14.1076,19,undefined,1,0.29,CNPC
114,3,12,14.1076,19,undefined,1,0.98,FILL
34,4,13,14.1076,19,undefined,1,0.98,CNPC
36,4,14,14.1076,19,undefined,1,0.93,WH
35,4,15,14.1076,19,undefined,1,0.34,SUBJ
112,4,16,14.1076,19,undefined,1,0.89,FILL
13,5,17,14.1076,19,undefined,1,0.11,CNPC
14,5,18,14.1076,19,undefined,1,0.37,SUBJ
15,5,19,14.1076,19,undefined,1,0.66,WH
105,5,20,14.1076,19,undefined,1,0.65,FILL
4,6,21,14.1076,19,undefined,1,0.05,CNPC
6,6,22,14.1076,19,undefined,1,0.21,WH
102,6,23,14.1076,19,undefined,1,0.98,FILL
5,6,24,14.1076,19,undefined,1,0.02,SUBJ
992,6,25,14.1076,19,undefined,99,0.02,UNGRAM
37,7,26,14.1076,19,undefined,1,0.06,CNPC
39,7,27,14.1076,19,undefined,1,0.18,WH
38,7,28,14.1076,19,undefined,1,0.13,SUBJ
113,7,29,14.1076,19,undefined,1,0.98,FILL
22,8,30,14.1076,19,undefined,1,0.08,CNPC
23,8,31,14.1076,19,undefined,1,0.9,SUBJ
108,8,32,14.1076,19,undefined,1,0.99,FILL
24,8,33,14.1076,19,undefined,1,0.13,WH
43,9,34,14.1076,19,undefined,1,0.04,CNPC
45,9,35,14.1076,19,undefined,1,0.11,WH
115,9,36,14.1076,19,undefined,1,0.91,FILL
44,9,37,14.1076,19,undefined,1,0.34,SUBJ
8,10,38,14.1076,19,undefined,1,0.6,SUBJ
103,10,39,14.1076,19,undefined,1,0.96,FILL
7,10,40,14.1076,19,undefined,1,0.05,CNPC
9,10,41,14.1076,19,undefined,1,0.1,WH
993,10,42,14.1076,19,undefined,99,0.04,UNGRAM
101,11,43,14.1076,19,undefined,1,0.97,FILL
3,11,44,14.1076,19,undefined,1,0.06,WH
1,11,45,14.1076,19,undefined,1,0.04,CNPC
2,11,46,14.1076,19,undefined,1,0.78,SUBJ
991,11,47,14.1076,19,undefined,99,0.02,UNGRAM
107,12,48,14.1076,19,undefined,1,0.97,FILL
21,12,49,14.1076,19,undefined,1,0.23,WH
20,12,50,14.1076,19,undefined,1,0.09,SUBJ
19,12,51,14.1076,19,undefined,1,0.04,CNPC
33,13,52,14.1076,19,undefined,1,0,WH
31,13,53,14.1076,19,undefined,1,0,CNPC
32,13,54,14.1076,19,undefined,1,0.17,SUBJ
111,13,55,14.1076,19,undefined,1,0.56,FILL
110,14,56,14.1076,19,undefined,1,0.99,FILL
29,14,57,14.1076,19,undefined,1,0.28,SUBJ
28,14,58,14.1076,19,undefined,1,0.93,CNPC
30,14,59,14.1076,19,undefined,1,0.16,WH
12,15,60,14.1076,19,undefined,1,0.02,WH
11,15,61,14.1076,19,undefined,1,0.82,SUBJ
104,15,62,14.1076,19,undefined,1,0.98,FILL
10,15,63,14.1076,19,undefined,1,0.12,CNPC
994,15,64,14.1076,19,undefined,99,0,UNGRAM
practice_good,practice,0,13.346933333333334,20,undefined,practice,1,practice_good
practice_bad,practice,0,13.346933333333334,20,undefined,practice,0.09,practice_bad
28,1,1,13.346933333333334,20,undefined,1,0.76,CNPC
30,1,2,13.346933333333334,20,undefined,1,0.48,WH
29,1,3,13.346933333333334,20,undefined,1,0.03,SUBJ
110,1,4,13.346933333333334,20,undefined,1,0.95,FILL
113,2,5,13.346933333333334,20,undefined,1,0.77,FILL
38,2,6,13.346933333333334,20,undefined,1,0.28,SUBJ
37,2,7,13.346933333333334,20,undefined,1,0.22,CNPC
39,2,8,13.346933333333334,20,undefined,1,0.5,WH
107,3,9,13.346933333333334,20,undefined,1,0.92,FILL
21,3,10,13.346933333333334,20,undefined,1,0.79,WH
20,3,11,13.346933333333334,20,undefined,1,0.18,SUBJ
19,3,12,13.346933333333334,20,undefined,1,0.84,CNPC
12,4,13,13.346933333333334,20,undefined,1,0.86,WH
11,4,14,13.346933333333334,20,undefined,1,0.88,SUBJ
104,4,15,13.346933333333334,20,undefined,1,0.91,FILL
10,4,16,13.346933333333334,20,undefined,1,0.75,CNPC
994,4,17,13.346933333333334,20,undefined,99,0.53,UNGRAM
115,5,18,13.346933333333334,20,undefined,1,0.89,FILL
43,5,19,13.346933333333334,20,undefined,1,0.88,CNPC
44,5,20,13.346933333333334,20,undefined,1,0.7,SUBJ
45,5,21,13.346933333333334,20,undefined,1,0.86,WH
4,6,22,13.346933333333334,20,undefined,1,0.64,CNPC
5,6,23,13.346933333333334,20,undefined,1,0.53,SUBJ
102,6,24,13.346933333333334,20,undefined,1,0.88,FILL
6,6,25,13.346933333333334,20,undefined,1,0.72,WH
992,6,26,13.346933333333334,20,undefined,99,0.27,UNGRAM
7,7,27,13.346933333333334,20,undefined,1,0.25,CNPC
103,7,28,13.346933333333334,20,undefined,1,0.93,FILL
9,7,29,13.346933333333334,20,undefined,1,0.78,WH
8,7,30,13.346933333333334,20,undefined,1,0.24,SUBJ
993,7,31,13.346933333333334,20,undefined,99,0.81,UNGRAM
36,8,32,13.346933333333334,20,undefined,1,0.91,WH
34,8,33,13.346933333333334,20,undefined,1,0.85,CNPC
35,8,34,13.346933333333334,20,undefined,1,0.29,SUBJ
112,8,35,13.346933333333334,20,undefined,1,0.54,FILL
23,9,36,13.346933333333334,20,undefined,1,0.85,SUBJ
24,9,37,13.346933333333334,20,undefined,1,0.78,WH
22,9,38,13.346933333333334,20,undefined,1,0.65,CNPC
108,9,39,13.346933333333334,20,undefined,1,0.89,FILL
18,10,40,13.346933333333334,20,undefined,1,0.85,WH
17,10,41,13.346933333333334,20,undefined,1,0.53,SUBJ
16,10,42,13.346933333333334,20,undefined,1,0.67,CNPC
106,10,43,13.346933333333334,20,undefined,1,0.81,FILL
101,11,44,13.346933333333334,20,undefined,1,0.91,FILL
3,11,45,13.346933333333334,20,undefined,1,0.5,WH
2,11,46,13.346933333333334,20,undefined,1,0.5,SUBJ
1,11,47,13.346933333333334,20,undefined,1,0.8,CNPC
991,11,48,13.346933333333334,20,undefined,99,0.89,UNGRAM
114,12,49,13.346933333333334,20,undefined,1,0.92,FILL
42,12,50,13.346933333333334,20,undefined,1,0.52,WH
41,12,51,13.346933333333334,20,undefined,1,0.31,SUBJ
40,12,52,13.346933333333334,20,undefined,1,0.8,CNPC
31,13,53,13.346933333333334,20,undefined,1,0.9,CNPC
32,13,54,13.346933333333334,20,undefined,1,0.78,SUBJ
33,13,55,13.346933333333334,20,undefined,1,0.75,WH
111,13,56,13.346933333333334,20,undefined,1,0.89,FILL
109,14,57,13.346933333333334,20,undefined,1,0.88,FILL
26,14,58,13.346933333333334,20,undefined,1,0.68,SUBJ
27,14,59,13.346933333333334,20,undefined,1,0.92,WH
25,14,60,13.346933333333334,20,undefined,1,0.9,CNPC
15,15,61,13.346933333333334,20,undefined,1,0.9,WH
14,15,62,13.346933333333334,20,undefined,1,0.83,SUBJ
105,15,63,13.346933333333334,20,undefined,1,0.85,FILL
13,15,64,13.346933333333334,20,undefined,1,0.85,CNPC
practice_good,practice,0,19.596933333333332,21,undefined,practice,0.81,practice_good
practice_bad,practice,0,19.596933333333332,21,undefined,practice,0,practice_bad
108,1,1,19.596933333333332,21,undefined,1,0.43,FILL
23,1,2,19.596933333333332,21,undefined,1,0.18,SUBJ
24,1,3,19.596933333333332,21,undefined,1,0.18,WH
22,1,4,19.596933333333332,21,undefined,1,0.33,CNPC
113,2,5,19.596933333333332,21,undefined,1,0.81,FILL
39,2,6,19.596933333333332,21,undefined,1,0.61,WH
38,2,7,19.596933333333332,21,undefined,1,0.18,SUBJ
37,2,8,19.596933333333332,21,undefined,1,0.22,CNPC
5,3,9,19.596933333333332,21,undefined,1,0.13,SUBJ
4,3,10,19.596933333333332,21,undefined,1,0.14,CNPC
102,3,11,19.596933333333332,21,undefined,1,1,FILL
6,3,12,19.596933333333332,21,undefined,1,0.25,WH
992,3,13,19.596933333333332,21,undefined,99,0.29,UNGRAM
34,4,14,19.596933333333332,21,undefined,1,0.47,CNPC
112,4,15,19.596933333333332,21,undefined,1,0.24,FILL
35,4,16,19.596933333333332,21,undefined,1,0.16,SUBJ
36,4,17,19.596933333333332,21,undefined,1,0.24,WH
12,5,18,19.596933333333332,21,undefined,1,0.33,WH
11,5,19,19.596933333333332,21,undefined,1,0.1,SUBJ
10,5,20,19.596933333333332,21,undefined,1,0.08,CNPC
104,5,21,19.596933333333332,21,undefined,1,0.74,FILL
994,5,22,19.596933333333332,21,undefined,99,0.24,UNGRAM
115,6,23,19.596933333333332,21,undefined,1,0.75,FILL
44,6,24,19.596933333333332,21,undefined,1,0.32,SUBJ
43,6,25,19.596933333333332,21,undefined,1,0.23,CNPC
45,6,26,19.596933333333332,21,undefined,1,0.5,WH
101,7,27,19.596933333333332,21,undefined,1,0.86,FILL
3,7,28,19.596933333333332,21,undefined,1,0.28,WH
2,7,29,19.596933333333332,21,undefined,1,0.17,SUBJ
1,7,30,19.596933333333332,21,undefined,1,0.29,CNPC
991,7,31,19.596933333333332,21,undefined,99,0.22,UNGRAM
111,8,32,19.596933333333332,21,undefined,1,0.78,FILL
33,8,33,19.596933333333332,21,undefined,1,0.34,WH
32,8,34,19.596933333333332,21,undefined,1,0.27,SUBJ
31,8,35,19.596933333333332,21,undefined,1,0.3,CNPC
41,9,36,19.596933333333332,21,undefined,1,0.29,SUBJ
40,9,37,19.596933333333332,21,undefined,1,0.52,CNPC
114,9,38,19.596933333333332,21,undefined,1,0.27,FILL
42,9,39,19.596933333333332,21,undefined,1,0.31,WH
21,10,40,19.596933333333332,21,undefined,1,0.35,WH
20,10,41,19.596933333333332,21,undefined,1,0.24,SUBJ
19,10,42,19.596933333333332,21,undefined,1,0.38,CNPC
107,10,43,19.596933333333332,21,undefined,1,0.53,FILL
30,11,44,19.596933333333332,21,undefined,1,0.43,WH
28,11,45,19.596933333333332,21,undefined,1,0.62,CNPC
110,11,46,19.596933333333332,21,undefined,1,0.94,FILL
29,11,47,19.596933333333332,21,undefined,1,0.38,SUBJ
17,12,48,19.596933333333332,21,undefined,1,0.27,SUBJ
18,12,49,19.596933333333332,21,undefined,1,0.24,WH
16,12,50,19.596933333333332,21,undefined,1,0.28,CNPC
106,12,51,19.596933333333332,21,undefined,1,0.68,FILL
109,13,52,19.596933333333332,21,undefined,1,0.56,FILL
26,13,53,19.596933333333332,21,undefined,1,0.4,SUBJ
25,13,54,19.596933333333332,21,undefined,1,0.3,CNPC
27,13,55,19.596933333333332,21,undefined,1,0.33,WH
7,14,56,19.596933333333332,21,undefined,1,0.4,CNPC
8,14,57,19.596933333333332,21,undefined,1,0.21,SUBJ
103,14,58,19.596933333333332,21,undefined,1,0.83,FILL
9,14,59,19.596933333333332,21,undefined,1,0.33,WH
993,14,60,19.596933333333332,21,undefined,99,0.39,UNGRAM
15,15,61,19.596933333333332,21,undefined,1,0.52,WH
