"Answer.time_in_minutes","block_sequence","workerid","response","trial_sequence_total","Answer.condition","condition","first_response_value","wrong_attempts","list_number","item_number"
24.4046333333333,7,59,0.28,98,"undefined","WH",NA,NA,"1","42"
21.50205,1,60,0.99,1,"undefined","FILL",NA,NA,"1","103"
21.50205,1,60,0.03,2,"undefined","CNPC",NA,NA,"1","7"
21.50205,1,60,0.46,3,"undefined","SUBJ",NA,NA,"1","8"
21.50205,1,60,0.98,4,"undefined","FILL",NA,NA,"1","118"
21.50205,1,60,1,5,"undefined","FILL",NA,NA,"1","133"
21.50205,1,60,0.83,6,"undefined","WH",NA,NA,"1","9"
21.50205,1,60,0.01,7,"undefined","UNGRAM",NA,NA,"99","993"
21.50205,1,60,1,8,"undefined","FILL",NA,NA,"99","993"
21.50205,8,60,0.64,9,"undefined","WH",NA,NA,"1","15"
21.50205,8,60,0.51,10,"undefined","FILL",NA,NA,"1","120"
21.50205,8,60,0.8,11,"undefined","SUBJ",NA,NA,"1","14"
21.50205,8,60,0.92,12,"undefined","FILL",NA,NA,"1","105"
21.50205,8,60,1,13,"undefined","FILL",NA,NA,"1","135"
21.50205,8,60,0.21,14,"undefined","CNPC",NA,NA,"1","13"
21.50205,9,60,0.99,15,"undefined","WH",NA,NA,"1","39"
21.50205,9,60,0.99,16,"undefined","FILL",NA,NA,"1","128"
21.50205,9,60,0.5,17,"undefined","CNPC",NA,NA,"1","37"
21.50205,9,60,0.18,18,"undefined","SUBJ",NA,NA,"1","38"
21.50205,9,60,0.99,19,"undefined","FILL",NA,NA,"1","143"
21.50205,9,60,0.97,20,"undefined","FILL",NA,NA,"1","113"
21.50205,10,60,0.49,21,"undefined","CNPC",NA,NA,"1","40"
21.50205,10,60,0.99,22,"undefined","FILL",NA,NA,"1","144"
21.50205,10,60,0.18,23,"undefined","WH",NA,NA,"1","42"
21.50205,10,60,0.14,24,"undefined","SUBJ",NA,NA,"1","41"
21.50205,10,60,0.99,25,"undefined","FILL",NA,NA,"1","129"
21.50205,10,60,0.91,26,"undefined","FILL",NA,NA,"1","114"
21.50205,11,60,0.46,27,"undefined","CNPC",NA,NA,"1","28"
21.50205,11,60,0.99,28,"undefined","FILL",NA,NA,"1","125"
21.50205,11,60,0.99,29,"undefined","FILL",NA,NA,"1","140"
21.50205,11,60,0.25,30,"undefined","WH",NA,NA,"1","30"
21.50205,11,60,0.75,31,"undefined","SUBJ",NA,NA,"1","29"
21.50205,11,60,0.99,32,"undefined","FILL",NA,NA,"1","110"
21.50205,12,60,0.08,33,"undefined","CNPC",NA,NA,"1","4"
21.50205,12,60,0.99,34,"undefined","WH",NA,NA,"1","6"
21.50205,12,60,0.49,35,"undefined","SUBJ",NA,NA,"1","5"
21.50205,12,60,0.99,36,"undefined","FILL",NA,NA,"1","132"
21.50205,12,60,0.99,37,"undefined","FILL",NA,NA,"1","117"
21.50205,12,60,0.99,38,"undefined","FILL",NA,NA,"1","102"
21.50205,12,60,0,39,"undefined","UNGRAM",NA,NA,"99","992"
21.50205,12,60,0.99,40,"undefined","FILL",NA,NA,"99","992"
21.50205,13,60,1,41,"undefined","FILL",NA,NA,"1","138"
21.50205,13,60,0.87,42,"undefined","WH",NA,NA,"1","24"
21.50205,13,60,0.99,43,"undefined","FILL",NA,NA,"1","123"
21.50205,13,60,0.48,44,"undefined","CNPC",NA,NA,"1","22"
21.50205,13,60,0.99,45,"undefined","FILL",NA,NA,"1","108"
21.50205,13,60,0.92,46,"undefined","SUBJ",NA,NA,"1","23"
21.50205,14,60,0.84,47,"undefined","SUBJ",NA,NA,"1","11"
21.50205,14,60,0.99,48,"undefined","FILL",NA,NA,"1","104"
21.50205,14,60,1,49,"undefined","FILL",NA,NA,"1","119"
21.50205,14,60,0.81,50,"undefined","WH",NA,NA,"1","12"
21.50205,14,60,0.99,51,"undefined","FILL",NA,NA,"1","134"
21.50205,14,60,0.52,52,"undefined","CNPC",NA,NA,"1","10"
21.50205,14,60,0,53,"undefined","UNGRAM",NA,NA,"99","994"
21.50205,14,60,0.99,54,"undefined","FILL",NA,NA,"99","994"
21.50205,15,60,0.78,55,"undefined","WH",NA,NA,"1","45"
21.50205,15,60,1,56,"undefined","FILL",NA,NA,"1","130"
21.50205,15,60,0.69,57,"undefined","SUBJ",NA,NA,"1","44"
21.50205,15,60,0.5,58,"undefined","CNPC",NA,NA,"1","43"
21.50205,15,60,1,59,"undefined","FILL",NA,NA,"1","145"
21.50205,15,60,0.99,60,"undefined","FILL",NA,NA,"1","115"
21.50205,2,60,0.99,61,"undefined","FILL",NA,NA,"1","107"
21.50205,2,60,0.77,62,"undefined","SUBJ",NA,NA,"1","20"
21.50205,2,60,0.52,63,"undefined","CNPC",NA,NA,"1","19"
21.50205,2,60,0.88,64,"undefined","WH",NA,NA,"1","21"
21.50205,2,60,1,65,"undefined","FILL",NA,NA,"1","137"
21.50205,2,60,0.99,66,"undefined","FILL",NA,NA,"1","122"
21.50205,3,60,0.98,67,"undefined","FILL",NA,NA,"1","141"
21.50205,3,60,0.68,68,"undefined","CNPC",NA,NA,"1","31"
21.50205,3,60,0.51,69,"undefined","SUBJ",NA,NA,"1","32"
21.50205,3,60,1,70,"undefined","FILL",NA,NA,"1","111"
21.50205,3,60,1,71,"undefined","FILL",NA,NA,"1","126"
21.50205,3,60,0.9,72,"undefined","WH",NA,NA,"1","33"
21.50205,4,60,0.69,73,"undefined","CNPC",NA,NA,"1","34"
21.50205,4,60,0.99,74,"undefined","FILL",NA,NA,"1","112"
21.50205,4,60,0.99,75,"undefined","FILL",NA,NA,"1","127"
21.50205,4,60,0.83,76,"undefined","WH",NA,NA,"1","36"
21.50205,4,60,0.63,77,"undefined","SUBJ",NA,NA,"1","35"
21.50205,4,60,1,78,"undefined","FILL",NA,NA,"1","142"
21.50205,5,60,0.64,79,"undefined","SUBJ",NA,NA,"1","17"
21.50205,5,60,1,80,"undefined","FILL",NA,NA,"1","121"
21.50205,5,60,0.57,81,"undefined","WH",NA,NA,"1","18"
21.50205,5,60,1,82,"undefined","FILL",NA,NA,"1","136"
21.50205,5,60,0.69,83,"undefined","CNPC",NA,NA,"1","16"
21.50205,5,60,0.99,84,"undefined","FILL",NA,NA,"1","106"
21.50205,6,60,1,85,"undefined","FILL",NA,NA,"1","131"
21.50205,6,60,1,86,"undefined","FILL",NA,NA,"1","101"
21.50205,6,60,0.99,87,"undefined","FILL",NA,NA,"1","116"
21.50205,6,60,0.93,88,"undefined","WH",NA,NA,"1","3"
21.50205,6,60,0.46,89,"undefined","SUBJ",NA,NA,"1","2"
21.50205,6,60,0.81,90,"undefined","CNPC",NA,NA,"1","1"
21.50205,6,60,0,91,"undefined","UNGRAM",NA,NA,"99","991"
21.50205,6,60,0.99,92,"undefined","FILL",NA,NA,"99","991"
21.50205,7,60,0.99,93,"undefined","FILL",NA,NA,"1","139"
21.50205,7,60,0.59,94,"undefined","CNPC",NA,NA,"1","25"
21.50205,7,60,0.86,95,"undefined","SUBJ",NA,NA,"1","26"
21.50205,7,60,0.99,96,"undefined","FILL",NA,NA,"1","109"
21.50205,7,60,0.99,97,"undefined","FILL",NA,NA,"1","124"
21.50205,7,60,0.74,98,"undefined","WH",NA,NA,"1","27"
8.90026666666667,1,61,0.44,1,"undefined","WH",NA,NA,"1","27"
8.90026666666667,1,61,0.52,2,"undefined","FILL",NA,NA,"1","124"
8.90026666666667,1,61,0.75,3,"undefined","CNPC",NA,NA,"1","25"
8.90026666666667,1,61,1,4,"undefined","FILL",NA,NA,"1","109"
8.90026666666667,1,61,0.99,5,"undefined","FILL",NA,NA,"1","139"
8.90026666666667,1,61,0.31,6,"undefined","SUBJ",NA,NA,"1","26"
8.90026666666667,8,61,1,7,"undefined","FILL",NA,NA,"1","101"
8.90026666666667,8,61,0.43,8,"undefined","WH",NA,NA,"1","3"
8.90026666666667,8,61,1,9,"undefined","FILL",NA,NA,"1","116"
8.90026666666667,8,61,0.14,10,"undefined","SUBJ",NA,NA,"1","2"
8.90026666666667,8,61,0.38,11,"undefined","CNPC",NA,NA,"1","1"
8.90026666666667,8,61,1,12,"undefined","FILL",NA,NA,"1","131"
8.90026666666667,8,61,0.05,13,"undefined","UNGRAM",NA,NA,"99","991"
8.90026666666667,8,61,0.83,14,"undefined","FILL",NA,NA,"99","991"
8.90026666666667,9,61,0.85,15,"undefined","SUBJ",NA,NA,"1","14"
8.90026666666667,9,61,0.68,16,"undefined","FILL",NA,NA,"1","120"
8.90026666666667,9,61,1,17,"undefined","FILL",NA,NA,"1","135"
8.90026666666667,9,61,0.74,18,"undefined","FILL",NA,NA,"1","105"
8.90026666666667,9,61,0.36,19,"undefined","WH",NA,NA,"1","15"
8.90026666666667,9,61,0.21,20,"undefined","CNPC",NA,NA,"1","13"
8.90026666666667,10,61,0.44,21,"undefined","SUBJ",NA,NA,"1","11"
8.90026666666667,10,61,1,22,"undefined","FILL",NA,NA,"1","134"
8.90026666666667,10,61,0.48,23,"undefined","WH",NA,NA,"1","12"
8.90026666666667,10,61,0.92,24,"undefined","FILL",NA,NA,"1","104"
8.90026666666667,10,61,0.38,25,"undefined","CNPC",NA,NA,"1","10"
8.90026666666667,10,61,1,26,"undefined","FILL",NA,NA,"1","119"
8.90026666666667,10,61,0,27,"undefined","UNGRAM",NA,NA,"99","994"
8.90026666666667,10,61,1,28,"undefined","FILL",NA,NA,"99","994"
8.90026666666667,11,61,0.8,29,"undefined","FILL",NA,NA,"1","141"
8.90026666666667,11,61,1,30,"undefined","FILL",NA,NA,"1","126"
8.90026666666667,11,61,0.86,31,"undefined","SUBJ",NA,NA,"1","32"
8.90026666666667,11,61,0.37,32,"undefined","WH",NA,NA,"1","33"
8.90026666666667,11,61,1,33,"undefined","FILL",NA,NA,"1","111"
8.90026666666667,11,61,0.21,34,"undefined","CNPC",NA,NA,"1","31"
8.90026666666667,12,61,0.58,35,"undefined","FILL",NA,NA,"1","125"
8.90026666666667,12,61,0.82,36,"undefined","SUBJ",NA,NA,"1","29"
8.90026666666667,12,61,0.68,37,"undefined","WH",NA,NA,"1","30"
8.90026666666667,12,61,0.86,38,"undefined","FILL",NA,NA,"1","110"
8.90026666666667,12,61,0.69,39,"undefined","CNPC",NA,NA,"1","28"
8.90026666666667,12,61,0.86,40,"undefined","FILL",NA,NA,"1","140"
8.90026666666667,13,61,0.72,41,"undefined","WH",NA,NA,"1","21"
8.90026666666667,13,61,1,42,"undefined","FILL",NA,NA,"1","122"
8.90026666666667,13,61,1,43,"undefined","FILL",NA,NA,"1","137"
8.90026666666667,13,61,0.53,44,"undefined","CNPC",NA,NA,"1","19"
8.90026666666667,13,61,0.74,45,"undefined","SUBJ",NA,NA,"1","20"
8.90026666666667,13,61,0.81,46,"undefined","FILL",NA,NA,"1","107"
8.90026666666667,14,61,0.51,47,"undefined","WH",NA,NA,"1","36"
8.90026666666667,14,61,1,48,"undefined","FILL",NA,NA,"1","142"
8.90026666666667,14,61,0.13,49,"undefined","SUBJ",NA,NA,"1","35"
8.90026666666667,14,61,0.71,50,"undefined","FILL",NA,NA,"1","112"
8.90026666666667,14,61,0.93,51,"undefined","FILL",NA,NA,"1","127"
8.90026666666667,14,61,0.48,52,"undefined","CNPC",NA,NA,"1","34"
8.90026666666667,15,61,0.65,53,"undefined","FILL",NA,NA,"1","102"
8.90026666666667,15,61,0.34,54,"undefined","CNPC",NA,NA,"1","4"
8.90026666666667,15,61,0.62,55,"undefined","SUBJ",NA,NA,"1","5"
8.90026666666667,15,61,0.82,56,"undefined","WH",NA,NA,"1","6"
8.90026666666667,15,61,1,57,"undefined","FILL",NA,NA,"1","117"
8.90026666666667,15,61,1,58,"undefined","FILL",NA,NA,"1","132"
8.90026666666667,15,61,0.31,59,"undefined","UNGRAM",NA,NA,"99","992"
8.90026666666667,15,61,1,60,"undefined","FILL",NA,NA,"99","992"
8.90026666666667,2,61,0.52,61,"undefined","CNPC",NA,NA,"1","16"
8.90026666666667,2,61,0.89,62,"undefined","SUBJ",NA,NA,"1","17"
8.90026666666667,2,61,0.86,63,"undefined","FILL",NA,NA,"1","106"
8.90026666666667,2,61,0.81,64,"undefined","FILL",NA,NA,"1","121"
8.90026666666667,2,61,0.5,65,"undefined","WH",NA,NA,"1","18"
8.90026666666667,2,61,1,66,"undefined","FILL",NA,NA,"1","136"
8.90026666666667,3,61,1,67,"undefined","FILL",NA,NA,"1","108"
8.90026666666667,3,61,0.78,68,"undefined","FILL",NA,NA,"1","138"
8.90026666666667,3,61,0.7,69,"undefined","SUBJ",NA,NA,"1","23"
8.90026666666667,3,61,0.73,70,"undefined","FILL",NA,NA,"1","123"
8.90026666666667,3,61,0.86,71,"undefined","WH",NA,NA,"1","24"
8.90026666666667,3,61,0.24,72,"undefined","CNPC",NA,NA,"1","22"
8.90026666666667,4,61,0.4,73,"undefined","CNPC",NA,NA,"1","40"
8.90026666666667,4,61,1,74,"undefined","FILL",NA,NA,"1","129"
8.90026666666667,4,61,0.34,75,"undefined","SUBJ",NA,NA,"1","41"
8.90026666666667,4,61,1,76,"undefined","FILL",NA,NA,"1","144"
8.90026666666667,4,61,0.71,77,"undefined","WH",NA,NA,"1","42"
8.90026666666667,4,61,0.7,78,"undefined","FILL",NA,NA,"1","114"
8.90026666666667,5,61,0.45,79,"undefined","CNPC",NA,NA,"1","37"
8.90026666666667,5,61,1,80,"undefined","FILL",NA,NA,"1","143"
8.90026666666667,5,61,0.54,81,"undefined","FILL",NA,NA,"1","113"
8.90026666666667,5,61,0.08,82,"undefined","SUBJ",NA,NA,"1","38"
8.90026666666667,5,61,0.62,83,"undefined","WH",NA,NA,"1","39"
8.90026666666667,5,61,1,84,"undefined","FILL",NA,NA,"1","128"
8.90026666666667,6,61,1,85,"undefined","FILL",NA,NA,"1","130"
8.90026666666667,6,61,0.32,86,"undefined","SUBJ",NA,NA,"1","44"
8.90026666666667,6,61,0.6,87,"undefined","CNPC",NA,NA,"1","43"
8.90026666666667,6,61,1,88,"undefined","FILL",NA,NA,"1","145"
8.90026666666667,6,61,0.63,89,"undefined","WH",NA,NA,"1","45"
8.90026666666667,6,61,0.76,90,"undefined","FILL",NA,NA,"1","115"
8.90026666666667,7,61,0.8,91,"undefined","FILL",NA,NA,"1","118"
8.90026666666667,7,61,0.81,92,"undefined","SUBJ",NA,NA,"1","8"
8.90026666666667,7,61,0.01,93,"undefined","WH",NA,NA,"1","9"
8.90026666666667,7,61,0.33,94,"undefined","CNPC",NA,NA,"1","7"
8.90026666666667,7,61,0.87,95,"undefined","FILL",NA,NA,"1","103"
8.90026666666667,7,61,1,96,"undefined","FILL",NA,NA,"1","133"
8.90026666666667,7,61,0.03,97,"undefined","UNGRAM",NA,NA,"99","993"
8.90026666666667,7,61,0.44,98,"undefined","FILL",NA,NA,"99","993"
9.11316666666667,1,62,0.91,1,"undefined","FILL",NA,NA,"1","116"
9.11316666666667,1,62,0.8,2,"undefined","FILL",NA,NA,"1","131"
9.11316666666667,1,62,0.59,3,"undefined","FILL",NA,NA,"1","101"
9.11316666666667,1,62,0.44,4,"undefined","WH",NA,NA,"1","3"
9.11316666666667,1,62,0.33,5,"undefined","SUBJ",NA,NA,"1","2"
9.11316666666667,1,62,0.34,6,"undefined","CNPC",NA,NA,"1","1"
9.11316666666667,1,62,0,7,"undefined","UNGRAM",NA,NA,"99","991"
9.11316666666667,1,62,0.94,8,"undefined","FILL",NA,NA,"99","991"
9.11316666666667,8,62,1,9,"undefined","FILL",NA,NA,"1","132"
9.11316666666667,8,62,0.4,10,"undefined","CNPC",NA,NA,"1","4"
9.11316666666667,8,62,1,11,"undefined","FILL",NA,NA,"1","117"
9.11316666666667,8,62,0.25,12,"undefined","SUBJ",NA,NA,"1","5"
9.11316666666667,8,62,0.88,13,"undefined","FILL",NA,NA,"1","102"
9.11316666666667,8,62,0.4,14,"undefined","WH",NA,NA,"1","6"
9.11316666666667,8,62,0,15,"undefined","UNGRAM",NA,NA,"99","992"
9.11316666666667,8,62,1,16,"undefined","FILL",NA,NA,"99","992"
9.11316666666667,9,62,0.83,17,"undefined","FILL",NA,NA,"1","126"
9.11316666666667,9,62,1,18,"undefined","FILL",NA,NA,"1","141"
9.11316666666667,9,62,0.39,19,"undefined","SUBJ",NA,NA,"1","32"
9.11316666666667,9,62,0.35,20,"undefined","WH",NA,NA,"1","33"
9.11316666666667,9,62,0.9,21,"undefined","FILL",NA,NA,"1","111"
9.11316666666667,9,62,0.3,22,"undefined","CNPC",NA,NA,"1","31"
9.11316666666667,10,62,0.42,23,"undefined","WH",NA,NA,"1","39"
9.11316666666667,10,62,0.38,24,"undefined","CNPC",NA,NA,"1","37"
9.11316666666667,10,62,0.64,25,"undefined","FILL",NA,NA,"1","113"
9.11316666666667,10,62,1,26,"undefined","FILL",NA,NA,"1","128"
9.11316666666667,10,62,0.4,27,"undefined","SUBJ",NA,NA,"1","38"
9.11316666666667,10,62,0.86,28,"undefined","FILL",NA,NA,"1","143"
9.11316666666667,11,62,0.11,29,"undefined","WH",NA,NA,"1","9"
9.11316666666667,11,62,0.86,30,"undefined","FILL",NA,NA,"1","133"
9.11316666666667,11,62,0.35,31,"undefined","CNPC",NA,NA,"1","7"
9.11316666666667,11,62,0.5,32,"undefined","SUBJ",NA,NA,"1","8"
9.11316666666667,11,62,1,33,"undefined","FILL",NA,NA,"1","118"
9.11316666666667,11,62,0.83,34,"undefined","FILL",NA,NA,"1","103"
9.11316666666667,11,62,0,35,"undefined","UNGRAM",NA,NA,"99","993"
9.11316666666667,11,62,0.89,36,"undefined","FILL",NA,NA,"99","993"
9.11316666666667,12,62,0.79,37,"undefined","FILL",NA,NA,"1","112"
9.11316666666667,12,62,0.54,38,"undefined","WH",NA,NA,"1","36"
9.11316666666667,12,62,0.59,39,"undefined","CNPC",NA,NA,"1","34"
9.11316666666667,12,62,0.39,40,"undefined","SUBJ",NA,NA,"1","35"
9.11316666666667,12,62,1,41,"undefined","FILL",NA,NA,"1","127"
9.11316666666667,12,62,1,42,"undefined","FILL",NA,NA,"1","142"
9.11316666666667,13,62,0.47,43,"undefined","WH",NA,NA,"1","42"
9.11316666666667,13,62,0.71,44,"undefined","FILL",NA,NA,"1","114"
9.11316666666667,13,62,0.8,45,"undefined","FILL",NA,NA,"1","129"
9.11316666666667,13,62,0.57,46,"undefined","SUBJ",NA,NA,"1","41"
9.11316666666667,13,62,0.5,47,"undefined","CNPC",NA,NA,"1","40"
9.11316666666667,13,62,0.89,48,"undefined","FILL",NA,NA,"1","144"
9.11316666666667,14,62,0.85,49,"undefined","FILL",NA,NA,"1","104"
9.11316666666667,14,62,0.5,50,"undefined","SUBJ",NA,NA,"1","11"
9.11316666666667,14,62,0.36,51,"undefined","WH",NA,NA,"1","12"
9.11316666666667,14,62,0.89,52,"undefined","FILL",NA,NA,"1","119"
9.11316666666667,14,62,0.5,53,"undefined","CNPC",NA,NA,"1","10"
9.11316666666667,14,62,0.9,54,"undefined","FILL",NA,NA,"1","134"
9.11316666666667,14,62,0.41,55,"undefined","UNGRAM",NA,NA,"99","994"
9.11316666666667,14,62,1,56,"undefined","FILL",NA,NA,"99","994"
9.11316666666667,15,62,0.87,57,"undefined","FILL",NA,NA,"1","108"
9.11316666666667,15,62,0.63,58,"undefined","WH",NA,NA,"1","24"
9.11316666666667,15,62,0.37,59,"undefined","CNPC",NA,NA,"1","22"
9.11316666666667,15,62,0.78,60,"undefined","FILL",NA,NA,"1","123"
9.11316666666667,15,62,0.57,61,"undefined","SUBJ",NA,NA,"1","23"
9.11316666666667,15,62,1,62,"undefined","FILL",NA,NA,"1","138"
9.11316666666667,2,62,0.24,63,"undefined","CNPC",NA,NA,"1","28"
9.11316666666667,2,62,0.25,64,"undefined","SUBJ",NA,NA,"1","29"
9.11316666666667,2,62,1,65,"undefined","FILL",NA,NA,"1","140"
9.11316666666667,2,62,0.96,66,"undefined","FILL",NA,NA,"1","125"
9.11316666666667,2,62,0.98,67,"undefined","FILL",NA,NA,"1","110"
9.11316666666667,2,62,0.47,68,"undefined","WH",NA,NA,"1","30"
9.11316666666667,3,62,0.35,69,"undefined","FILL",NA,NA,"1","109"
9.11316666666667,3,62,0.43,70,"undefined","SUBJ",NA,NA,"1","26"
9.11316666666667,3,62,0.92,71,"undefined","FILL",NA,NA,"1","124"
9.11316666666667,3,62,0.43,72,"undefined","CNPC",NA,NA,"1","25"
9.11316666666667,3,62,0.6,73,"undefined","WH",NA,NA,"1","27"
9.11316666666667,3,62,0.88,74,"undefined","FILL",NA,NA,"1","139"
9.11316666666667,4,62,0.49,75,"undefined","WH",NA,NA,"1","18"
9.11316666666667,4,62,0.42,76,"undefined","SUBJ",NA,NA,"1","17"
9.11316666666667,4,62,0.42,77,"undefined","CNPC",NA,NA,"1","16"
9.11316666666667,4,62,0.91,78,"undefined","FILL",NA,NA,"1","106"
9.11316666666667,4,62,0.89,79,"undefined","FILL",NA,NA,"1","121"
9.11316666666667,4,62,0.95,80,"undefined","FILL",NA,NA,"1","136"
9.11316666666667,5,62,0.78,81,"undefined","FILL",NA,NA,"1","115"
9.11316666666667,5,62,1,82,"undefined","FILL",NA,NA,"1","145"
9.11316666666667,5,62,0.53,83,"undefined","CNPC",NA,NA,"1","43"
9.11316666666667,5,62,0.64,84,"undefined","SUBJ",NA,NA,"1","44"
9.11316666666667,5,62,1,85,"undefined","FILL",NA,NA,"1","130"
9.11316666666667,5,62,0.46,86,"undefined","WH",NA,NA,"1","45"
9.11316666666667,6,62,0.4,87,"undefined","CNPC",NA,NA,"1","13"
9.11316666666667,6,62,0.52,88,"undefined","WH",NA,NA,"1","15"
9.11316666666667,6,62,1,89,"undefined","FILL",NA,NA,"1","105"
9.11316666666667,6,62,0.52,90,"undefined","SUBJ",NA,NA,"1","14"
9.11316666666667,6,62,1,91,"undefined","FILL",NA,NA,"1","135"
9.11316666666667,6,62,0.91,92,"undefined","FILL",NA,NA,"1","120"
9.11316666666667,7,62,0.34,93,"undefined","CNPC",NA,NA,"1","19"
9.11316666666667,7,62,0.9,94,"undefined","FILL",NA,NA,"1","122"
9.11316666666667,7,62,0.32,95,"undefined","WH",NA,NA,"1","21"
9.11316666666667,7,62,0.46,96,"undefined","SUBJ",NA,NA,"1","20"
9.11316666666667,7,62,0.94,97,"undefined","FILL",NA,NA,"1","107"
9.11316666666667,7,62,0.91,98,"undefined","FILL",NA,NA,"1","137"
19.6587833333333,1,66,0.98,1,"undefined","FILL",NA,NA,"1","137"
19.6587833333333,1,66,0.2,2,"undefined","SUBJ",NA,NA,"1","20"
19.6587833333333,1,66,0.24,3,"undefined","CNPC",NA,NA,"1","19"
19.6587833333333,1,66,0.81,4,"undefined","WH",NA,NA,"1","21"
19.6587833333333,1,66,0.99,5,"undefined","FILL",NA,NA,"1","107"
19.6587833333333,1,66,0.98,6,"undefined","FILL",NA,NA,"1","122"
19.6587833333333,8,66,0.81,7,"undefined","WH",NA,NA,"1","27"
19.6587833333333,8,66,0.96,8,"undefined","FILL",NA,NA,"1","139"
19.6587833333333,8,66,0.88,9,"undefined","SUBJ",NA,NA,"1","26"
19.6587833333333,8,66,0.87,10,"undefined","FILL",NA,NA,"1","109"
19.6587833333333,8,66,0.3,11,"undefined","CNPC",NA,NA,"1","25"
19.6587833333333,8,66,0.94,12,"undefined","FILL",NA,NA,"1","124"
19.6587833333333,9,66,0.97,13,"undefined","FILL",NA,NA,"1","135"
19.6587833333333,9,66,0.93,14,"undefined","FILL",NA,NA,"1","105"
19.6587833333333,9,66,0.85,15,"undefined","FILL",NA,NA,"1","120"
19.6587833333333,9,66,0.31,16,"undefined","SUBJ",NA,NA,"1","14"
19.6587833333333,9,66,0.12,17,"undefined","CNPC",NA,NA,"1","13"
19.6587833333333,9,66,0.89,18,"undefined","WH",NA,NA,"1","15"
19.6587833333333,10,66,0.86,19,"undefined","FILL",NA,NA,"1","134"
19.6587833333333,10,66,0.86,20,"undefined","FILL",NA,NA,"1","119"
19.6587833333333,10,66,0.8,21,"undefined","SUBJ",NA,NA,"1","11"
19.6587833333333,10,66,0.3,22,"undefined","CNPC",NA,NA,"1","10"
19.6587833333333,10,66,0.87,23,"undefined","WH",NA,NA,"1","12"
19.6587833333333,10,66,0.96,24,"undefined","FILL",NA,NA,"1","104"
19.6587833333333,10,66,0.05,25,"undefined","UNGRAM",NA,NA,"99","994"
19.6587833333333,10,66,0.96,26,"undefined","FILL",NA,NA,"99","994"
19.6587833333333,11,66,0.15,27,"undefined","CNPC",NA,NA,"1","4"
19.6587833333333,11,66,0.93,28,"undefined","WH",NA,NA,"1","6"
19.6587833333333,11,66,0.96,29,"undefined","FILL",NA,NA,"1","132"
19.6587833333333,11,66,0.98,30,"undefined","FILL",NA,NA,"1","117"
19.6587833333333,11,66,0.94,31,"undefined","SUBJ",NA,NA,"1","5"
19.6587833333333,11,66,0.9,32,"undefined","FILL",NA,NA,"1","102"
19.6587833333333,11,66,0.03,33,"undefined","UNGRAM",NA,NA,"99","992"
19.6587833333333,11,66,0.94,34,"undefined","FILL",NA,NA,"99","992"
19.6587833333333,12,66,0.99,35,"undefined","WH",NA,NA,"1","24"
19.6587833333333,12,66,0.33,36,"undefined","CNPC",NA,NA,"1","22"
19.6587833333333,12,66,0.95,37,"undefined","FILL",NA,NA,"1","108"
19.6587833333333,12,66,0.93,38,"undefined","FILL",NA,NA,"1","123"
19.6587833333333,12,66,0.94,39,"undefined","FILL",NA,NA,"1","138"
19.6587833333333,12,66,0.93,40,"undefined","SUBJ",NA,NA,"1","23"
19.6587833333333,13,66,0.93,41,"undefined","WH",NA,NA,"1","3"
19.6587833333333,13,66,0.87,42,"undefined","SUBJ",NA,NA,"1","2"
19.6587833333333,13,66,0.92,43,"undefined","FILL",NA,NA,"1","131"
19.6587833333333,13,66,0.96,44,"undefined","FILL",NA,NA,"1","116"
19.6587833333333,13,66,0.08,45,"undefined","CNPC",NA,NA,"1","1"
19.6587833333333,13,66,0.92,46,"undefined","FILL",NA,NA,"1","101"
19.6587833333333,13,66,0.07,47,"undefined","UNGRAM",NA,NA,"99","991"
19.6587833333333,13,66,0.99,48,"undefined","FILL",NA,NA,"99","991"
19.6587833333333,14,66,0.9,49,"undefined","FILL",NA,NA,"1","103"
19.6587833333333,14,66,0.97,50,"undefined","WH",NA,NA,"1","9"
19.6587833333333,14,66,0.93,51,"undefined","FILL",NA,NA,"1","133"
19.6587833333333,14,66,0.61,52,"undefined","SUBJ",NA,NA,"1","8"
19.6587833333333,14,66,0.97,53,"undefined","FILL",NA,NA,"1","118"
19.6587833333333,14,66,0.21,54,"undefined","CNPC",NA,NA,"1","7"
19.6587833333333,14,66,0.04,55,"undefined","UNGRAM",NA,NA,"99","993"
19.6587833333333,14,66,0.97,56,"undefined","FILL",NA,NA,"99","993"
19.6587833333333,15,66,0.65,57,"undefined","SUBJ",NA,NA,"1","17"
19.6587833333333,15,66,0.77,58,"undefined","CNPC",NA,NA,"1","16"
19.6587833333333,15,66,0.98,59,"undefined","WH",NA,NA,"1","18"
19.6587833333333,15,66,0.97,60,"undefined","FILL",NA,NA,"1","106"
19.6587833333333,15,66,0.95,61,"undefined","FILL",NA,NA,"1","136"
19.6587833333333,15,66,0.95,62,"undefined","FILL",NA,NA,"1","121"
19.6587833333333,2,66,0.83,63,"undefined","WH",NA,NA,"1","45"
19.6587833333333,2,66,0.98,64,"undefined","FILL",NA,NA,"1","130"
19.6587833333333,2,66,0.98,65,"undefined","FILL",NA,NA,"1","145"
19.6587833333333,2,66,0.81,66,"undefined","FILL",NA,NA,"1","115"
19.6587833333333,2,66,0.38,67,"undefined","SUBJ",NA,NA,"1","44"
19.6587833333333,2,66,0.06,68,"undefined","CNPC",NA,NA,"1","43"
