"Answer.time_in_minutes","item_number","first_response_value","wrong_attempts","condition","list_number","trial_sequence_total","Answer.condition","workerid","block_sequence","response"
8.756666667,"119",NA,NA,"UNGRAM","1",32,"undefined",30,14,0.98
8.756666667,"12",NA,NA,"WH","1",33,"undefined",30,14,0.96
8.756666667,"11",NA,NA,"SUBJ","1",34,"undefined",30,14,0.75
8.756666667,"104",NA,NA,"FILL","1",35,"undefined",30,14,0.97
8.756666667,"36",NA,NA,"WH","1",36,"undefined",30,15,0.99
8.756666667,"35",NA,NA,"SUBJ","1",37,"undefined",30,15,0.97
8.756666667,"127",NA,NA,"UNGRAM","1",38,"undefined",30,15,0.96
8.756666667,"34",NA,NA,"CNPC","1",39,"undefined",30,15,0.97
8.756666667,"112",NA,NA,"FILL","1",40,"undefined",30,15,0.97
8.756666667,"126",NA,NA,"UNGRAM","1",41,"undefined",30,16,0.99
8.756666667,"32",NA,NA,"SUBJ","1",42,"undefined",30,16,0.98
8.756666667,"33",NA,NA,"WH","1",43,"undefined",30,16,0.98
8.756666667,"111",NA,NA,"FILL","1",44,"undefined",30,16,0.98
8.756666667,"31",NA,NA,"CNPC","1",45,"undefined",30,16,0.99
8.756666667,"43",NA,NA,"CNPC","1",46,"undefined",30,3,0.98
8.756666667,"44",NA,NA,"SUBJ","1",47,"undefined",30,3,0.99
8.756666667,"115",NA,NA,"FILL","1",48,"undefined",30,3,1
8.756666667,"130",NA,NA,"UNGRAM","1",49,"undefined",30,3,0.97
8.756666667,"45",NA,NA,"WH","1",50,"undefined",30,3,0.98
8.756666667,"102",NA,NA,"FILL","1",51,"undefined",30,4,0.96
8.756666667,"5",NA,NA,"SUBJ","1",52,"undefined",30,4,0.98
8.756666667,"117",NA,NA,"UNGRAM","1",53,"undefined",30,4,0.97
8.756666667,"4",NA,NA,"CNPC","1",54,"undefined",30,4,0.98
8.756666667,"6",NA,NA,"WH","1",55,"undefined",30,4,0.96
8.756666667,"122",NA,NA,"UNGRAM","1",56,"undefined",30,5,0.01
8.756666667,"107",NA,NA,"FILL","1",57,"undefined",30,5,0.97
8.756666667,"21",NA,NA,"WH","1",58,"undefined",30,5,0.98
8.756666667,"19",NA,NA,"CNPC","1",59,"undefined",30,5,0.99
8.756666667,"20",NA,NA,"SUBJ","1",60,"undefined",30,5,0.98
8.756666667,"22",NA,NA,"CNPC","1",61,"undefined",30,6,1
8.756666667,"123",NA,NA,"UNGRAM","1",62,"undefined",30,6,1
8.756666667,"108",NA,NA,"FILL","1",63,"undefined",30,6,0.98
8.756666667,"24",NA,NA,"WH","1",64,"undefined",30,6,0.98
8.756666667,"23",NA,NA,"SUBJ","1",65,"undefined",30,6,0.98
8.756666667,"26",NA,NA,"SUBJ","1",66,"undefined",30,7,0.98
8.756666667,"25",NA,NA,"CNPC","1",67,"undefined",30,7,0.96
8.756666667,"124",NA,NA,"UNGRAM","1",68,"undefined",30,7,0.96
8.756666667,"27",NA,NA,"WH","1",69,"undefined",30,7,0.99
8.756666667,"109",NA,NA,"FILL","1",70,"undefined",30,7,0.99
8.756666667,"7",NA,NA,"CNPC","1",71,"undefined",30,8,1
8.756666667,"103",NA,NA,"FILL","1",72,"undefined",30,8,0.97
8.756666667,"8",NA,NA,"SUBJ","1",73,"undefined",30,8,1
8.756666667,"118",NA,NA,"UNGRAM","1",74,"undefined",30,8,0.02
8.756666667,"9",NA,NA,"WH","1",75,"undefined",30,8,0
6.32145,"112",NA,NA,"FILL","1",1,"undefined",31,2,0.92
6.32145,"34",NA,NA,"CNPC","1",2,"undefined",31,2,0.07
6.32145,"36",NA,NA,"WH","1",3,"undefined",31,2,0.34
6.32145,"35",NA,NA,"SUBJ","1",4,"undefined",31,2,0.14
6.32145,"127",NA,NA,"UNGRAM","1",5,"undefined",31,2,0.04
6.32145,"120",NA,NA,"UNGRAM","1",6,"undefined",31,9,0.18
6.32145,"105",NA,NA,"FILL","1",7,"undefined",31,9,0.98
6.32145,"14",NA,NA,"SUBJ","1",8,"undefined",31,9,0.38
6.32145,"15",NA,NA,"WH","1",9,"undefined",31,9,0.58
6.32145,"13",NA,NA,"CNPC","1",10,"undefined",31,9,0.31
6.32145,"45",NA,NA,"WH","1",11,"undefined",31,10,0.56
6.32145,"130",NA,NA,"UNGRAM","1",12,"undefined",31,10,0.08
6.32145,"115",NA,NA,"FILL","1",13,"undefined",31,10,0.7
6.32145,"44",NA,NA,"SUBJ","1",14,"undefined",31,10,0.6
6.32145,"43",NA,NA,"CNPC","1",15,"undefined",31,10,0.23
6.32145,"39",NA,NA,"WH","1",16,"undefined",31,11,0.66
6.32145,"113",NA,NA,"FILL","1",17,"undefined",31,11,0.8
6.32145,"128",NA,NA,"UNGRAM","1",18,"undefined",31,11,0.02
6.32145,"37",NA,NA,"CNPC","1",19,"undefined",31,11,0.12
6.32145,"38",NA,NA,"SUBJ","1",20,"undefined",31,11,0.28
6.32145,"108",NA,NA,"FILL","1",21,"undefined",31,12,0.89
6.32145,"24",NA,NA,"WH","1",22,"undefined",31,12,0.28
6.32145,"123",NA,NA,"UNGRAM","1",23,"undefined",31,12,0.04
6.32145,"23",NA,NA,"SUBJ","1",24,"undefined",31,12,0.37
6.32145,"22",NA,NA,"CNPC","1",25,"undefined",31,12,0.61
6.32145,"19",NA,NA,"CNPC","1",26,"undefined",31,13,0.33
6.32145,"20",NA,NA,"SUBJ","1",27,"undefined",31,13,0.23
6.32145,"21",NA,NA,"WH","1",28,"undefined",31,13,0.75
6.32145,"107",NA,NA,"FILL","1",29,"undefined",31,13,0.91
6.32145,"122",NA,NA,"UNGRAM","1",30,"undefined",31,13,0.13
6.32145,"27",NA,NA,"WH","1",31,"undefined",31,14,0.64
6.32145,"109",NA,NA,"FILL","1",32,"undefined",31,14,0.81
6.32145,"124",NA,NA,"UNGRAM","1",33,"undefined",31,14,0
6.32145,"26",NA,NA,"SUBJ","1",34,"undefined",31,14,0.59
6.32145,"25",NA,NA,"CNPC","1",35,"undefined",31,14,0.63
6.32145,"16",NA,NA,"CNPC","1",36,"undefined",31,15,0.61
6.32145,"18",NA,NA,"WH","1",37,"undefined",31,15,0.4
6.32145,"17",NA,NA,"SUBJ","1",38,"undefined",31,15,0.6
6.32145,"106",NA,NA,"FILL","1",39,"undefined",31,15,0.72
6.32145,"121",NA,NA,"UNGRAM","1",40,"undefined",31,15,0.14
6.32145,"42",NA,NA,"WH","1",41,"undefined",31,16,0.36
6.32145,"114",NA,NA,"FILL","1",42,"undefined",31,16,0.84
6.32145,"129",NA,NA,"UNGRAM","1",43,"undefined",31,16,0.12
6.32145,"41",NA,NA,"SUBJ","1",44,"undefined",31,16,0.33
6.32145,"40",NA,NA,"CNPC","1",45,"undefined",31,16,0.27
6.32145,"6",NA,NA,"WH","1",46,"undefined",31,3,0.73
6.32145,"4",NA,NA,"CNPC","1",47,"undefined",31,3,0.19
6.32145,"5",NA,NA,"SUBJ","1",48,"undefined",31,3,0.78
6.32145,"117",NA,NA,"UNGRAM","1",49,"undefined",31,3,0
6.32145,"102",NA,NA,"FILL","1",50,"undefined",31,3,0.79
6.32145,"111",NA,NA,"FILL","1",51,"undefined",31,4,0.92
6.32145,"32",NA,NA,"SUBJ","1",52,"undefined",31,4,0.62
6.32145,"31",NA,NA,"CNPC","1",53,"undefined",31,4,0.71
6.32145,"126",NA,NA,"UNGRAM","1",54,"undefined",31,4,0.11
6.32145,"33",NA,NA,"WH","1",55,"undefined",31,4,0.58
6.32145,"116",NA,NA,"UNGRAM","1",56,"undefined",31,5,0.12
6.32145,"3",NA,NA,"WH","1",57,"undefined",31,5,0.78
6.32145,"1",NA,NA,"CNPC","1",58,"undefined",31,5,0.29
6.32145,"101",NA,NA,"FILL","1",59,"undefined",31,5,0.71
6.32145,"2",NA,NA,"SUBJ","1",60,"undefined",31,5,0.85
6.32145,"30",NA,NA,"WH","1",61,"undefined",31,6,0.65
6.32145,"125",NA,NA,"UNGRAM","1",62,"undefined",31,6,0.12
6.32145,"28",NA,NA,"CNPC","1",63,"undefined",31,6,0.66
6.32145,"29",NA,NA,"SUBJ","1",64,"undefined",31,6,0.76
6.32145,"110",NA,NA,"FILL","1",65,"undefined",31,6,1
6.32145,"104",NA,NA,"FILL","1",66,"undefined",31,7,0.72
6.32145,"119",NA,NA,"UNGRAM","1",67,"undefined",31,7,0
6.32145,"11",NA,NA,"SUBJ","1",68,"undefined",31,7,0.62
6.32145,"10",NA,NA,"CNPC","1",69,"undefined",31,7,0.77
6.32145,"12",NA,NA,"WH","1",70,"undefined",31,7,0.79
6.32145,"9",NA,NA,"WH","1",71,"undefined",31,8,0.3
6.32145,"7",NA,NA,"CNPC","1",72,"undefined",31,8,0.45
6.32145,"118",NA,NA,"UNGRAM","1",73,"undefined",31,8,0.06
6.32145,"8",NA,NA,"SUBJ","1",74,"undefined",31,8,0.58
6.32145,"103",NA,NA,"FILL","1",75,"undefined",31,8,0.78
15.94471667,"114",NA,NA,"FILL","1",1,"undefined",32,2,0.87
15.94471667,"42",NA,NA,"WH","1",2,"undefined",32,2,0.27
15.94471667,"129",NA,NA,"UNGRAM","1",3,"undefined",32,2,0
15.94471667,"40",NA,NA,"CNPC","1",4,"undefined",32,2,0.36
15.94471667,"41",NA,NA,"SUBJ","1",5,"undefined",32,2,0.49
15.94471667,"32",NA,NA,"SUBJ","1",6,"undefined",32,9,0.93
15.94471667,"33",NA,NA,"WH","1",7,"undefined",32,9,0.99
15.94471667,"126",NA,NA,"UNGRAM","1",8,"undefined",32,9,0.19
15.94471667,"31",NA,NA,"CNPC","1",9,"undefined",32,9,0.92
15.94471667,"111",NA,NA,"FILL","1",10,"undefined",32,9,0.97
15.94471667,"128",NA,NA,"UNGRAM","1",11,"undefined",32,10,0
15.94471667,"38",NA,NA,"SUBJ","1",12,"undefined",32,10,0.39
15.94471667,"37",NA,NA,"CNPC","1",13,"undefined",32,10,0.65
15.94471667,"113",NA,NA,"FILL","1",14,"undefined",32,10,0.97
15.94471667,"39",NA,NA,"WH","1",15,"undefined",32,10,0.84
15.94471667,"45",NA,NA,"WH","1",16,"undefined",32,11,0.88
15.94471667,"115",NA,NA,"FILL","1",17,"undefined",32,11,1
15.94471667,"130",NA,NA,"UNGRAM","1",18,"undefined",32,11,0
15.94471667,"44",NA,NA,"SUBJ","1",19,"undefined",32,11,0.77
15.94471667,"43",NA,NA,"CNPC","1",20,"undefined",32,11,0.74
15.94471667,"105",NA,NA,"FILL","1",21,"undefined",32,12,1
15.94471667,"15",NA,NA,"WH","1",22,"undefined",32,12,0.83
15.94471667,"120",NA,NA,"UNGRAM","1",23,"undefined",32,12,0
15.94471667,"13",NA,NA,"CNPC","1",24,"undefined",32,12,0.59
15.94471667,"14",NA,NA,"SUBJ","1",25,"undefined",32,12,0.84
15.94471667,"2",NA,NA,"SUBJ","1",26,"undefined",32,13,0.95
15.94471667,"1",NA,NA,"CNPC","1",27,"undefined",32,13,0.65
15.94471667,"101",NA,NA,"FILL","1",28,"undefined",32,13,1
15.94471667,"116",NA,NA,"UNGRAM","1",29,"undefined",32,13,0
15.94471667,"3",NA,NA,"WH","1",30,"undefined",32,13,0.7
15.94471667,"23",NA,NA,"SUBJ","1",31,"undefined",32,14,1
15.94471667,"22",NA,NA,"CNPC","1",32,"undefined",32,14,0.91
15.94471667,"123",NA,NA,"UNGRAM","1",33,"undefined",32,14,0
15.94471667,"24",NA,NA,"WH","1",34,"undefined",32,14,0.97
15.94471667,"108",NA,NA,"FILL","1",35,"undefined",32,14,1
15.94471667,"17",NA,NA,"SUBJ","1",36,"undefined",32,15,0.95
15.94471667,"16",NA,NA,"CNPC","1",37,"undefined",32,15,1
15.94471667,"18",NA,NA,"WH","1",38,"undefined",32,15,0.93
15.94471667,"106",NA,NA,"FILL","1",39,"undefined",32,15,1
15.94471667,"121",NA,NA,"UNGRAM","1",40,"undefined",32,15,0
15.94471667,"30",NA,NA,"WH","1",41,"undefined",32,16,0.72
15.94471667,"125",NA,NA,"UNGRAM","1",42,"undefined",32,16,0
15.94471667,"110",NA,NA,"FILL","1",43,"undefined",32,16,1
15.94471667,"29",NA,NA,"SUBJ","1",44,"undefined",32,16,0.95
15.94471667,"28",NA,NA,"CNPC","1",45,"undefined",32,16,1
15.94471667,"11",NA,NA,"SUBJ","1",46,"undefined",32,3,0.93
15.94471667,"10",NA,NA,"CNPC","1",47,"undefined",32,3,0.76
15.94471667,"104",NA,NA,"FILL","1",48,"undefined",32,3,1
15.94471667,"119",NA,NA,"UNGRAM","1",49,"undefined",32,3,0
15.94471667,"12",NA,NA,"WH","1",50,"undefined",32,3,0.69
15.94471667,"19",NA,NA,"CNPC","1",51,"undefined",32,4,0.71
15.94471667,"122",NA,NA,"UNGRAM","1",52,"undefined",32,4,0
15.94471667,"20",NA,NA,"SUBJ","1",53,"undefined",32,4,0.62
15.94471667,"107",NA,NA,"FILL","1",54,"undefined",32,4,1
15.94471667,"21",NA,NA,"WH","1",55,"undefined",32,4,0.94
15.94471667,"103",NA,NA,"FILL","1",56,"undefined",32,5,1
15.94471667,"9",NA,NA,"WH","1",57,"undefined",32,5,0
15.94471667,"118",NA,NA,"UNGRAM","1",58,"undefined",32,5,0
15.94471667,"8",NA,NA,"SUBJ","1",59,"undefined",32,5,1
15.94471667,"7",NA,NA,"CNPC","1",60,"undefined",32,5,0.78
15.94471667,"27",NA,NA,"WH","1",61,"undefined",32,6,1
15.94471667,"109",NA,NA,"FILL","1",62,"undefined",32,6,1
15.94471667,"25",NA,NA,"CNPC","1",63,"undefined",32,6,0.91
15.94471667,"26",NA,NA,"SUBJ","1",64,"undefined",32,6,0.92
15.94471667,"124",NA,NA,"UNGRAM","1",65,"undefined",32,6,0
15.94471667,"6",NA,NA,"WH","1",66,"undefined",32,7,1
15.94471667,"4",NA,NA,"CNPC","1",67,"undefined",32,7,1
15.94471667,"117",NA,NA,"UNGRAM","1",68,"undefined",32,7,0
15.94471667,"102",NA,NA,"FILL","1",69,"undefined",32,7,1
15.94471667,"5",NA,NA,"SUBJ","1",70,"undefined",32,7,0.92
15.94471667,"34",NA,NA,"CNPC","1",71,"undefined",32,8,1
15.94471667,"35",NA,NA,"SUBJ","1",72,"undefined",32,8,0.95
15.94471667,"36",NA,NA,"WH","1",73,"undefined",32,8,1
15.94471667,"112",NA,NA,"FILL","1",74,"undefined",32,8,1
15.94471667,"127",NA,NA,"UNGRAM","1",75,"undefined",32,8,0
11.9243,"32",NA,NA,"SUBJ","1",1,"undefined",33,2,0.34
11.9243,"33",NA,NA,"WH","1",2,"undefined",33,2,0.44
11.9243,"126",NA,NA,"UNGRAM","1",3,"undefined",33,2,0.01
11.9243,"31",NA,NA,"CNPC","1",4,"undefined",33,2,0.31
11.9243,"111",NA,NA,"FILL","1",5,"undefined",33,2,1
11.9243,"116",NA,NA,"UNGRAM","1",6,"undefined",33,9,0
11.9243,"101",NA,NA,"FILL","1",7,"undefined",33,9,0.89
11.9243,"2",NA,NA,"SUBJ","1",8,"undefined",33,9,0.44
11.9243,"1",NA,NA,"CNPC","1",9,"undefined",33,9,0.36
11.9243,"3",NA,NA,"WH","1",10,"undefined",33,9,0.31
11.9243,"34",NA,NA,"CNPC","1",11,"undefined",33,10,0.44
11.9243,"112",NA,NA,"FILL","1",12,"undefined",33,10,0.97
11.9243,"36",NA,NA,"WH","1",13,"undefined",33,10,0.32
11.9243,"127",NA,NA,"UNGRAM","1",14,"undefined",33,10,0.04
11.9243,"35",NA,NA,"SUBJ","1",15,"undefined",33,10,0.42
11.9243,"5",NA,NA,"SUBJ","1",16,"undefined",33,11,0.39
11.9243,"117",NA,NA,"UNGRAM","1",17,"undefined",33,11,0.08
11.9243,"102",NA,NA,"FILL","1",18,"undefined",33,11,0.99
11.9243,"4",NA,NA,"CNPC","1",19,"undefined",33,11,0.36
11.9243,"6",NA,NA,"WH","1",20,"undefined",33,11,0.46
11.9243,"122",NA,NA,"UNGRAM","1",21,"undefined",33,12,0.04
11.9243,"107",NA,NA,"FILL","1",22,"undefined",33,12,1
11.9243,"21",NA,NA,"WH","1",23,"undefined",33,12,0.44
11.9243,"19",NA,NA,"CNPC","1",24,"undefined",33,12,0.29
11.9243,"20",NA,NA,"SUBJ","1",25,"undefined",33,12,0.38
11.9243,"22",NA,NA,"CNPC","1",26,"undefined",33,13,0.41
11.9243,"123",NA,NA,"UNGRAM","1",27,"undefined",33,13,0.04
11.9243,"24",NA,NA,"WH","1",28,"undefined",33,13,0.47
11.9243,"108",NA,NA,"FILL","1",29,"undefined",33,13,1
11.9243,"23",NA,NA,"SUBJ","1",30,"undefined",33,13,0.35
11.9243,"17",NA,NA,"SUBJ","1",31,"undefined",33,14,0.3
11.9243,"121",NA,NA,"UNGRAM","1",32,"undefined",33,14,0.05
11.9243,"18",NA,NA,"WH","1",33,"undefined",33,14,0.42
11.9243,"16",NA,NA,"CNPC","1",34,"undefined",33,14,0.46
11.9243,"106",NA,NA,"FILL","1",35,"undefined",33,14,1
11.9243,"45",NA,NA,"WH","1",36,"undefined",33,15,0.41
11.9243,"115",NA,NA,"FILL","1",37,"undefined",33,15,0.91
11.9243,"130",NA,NA,"UNGRAM","1",38,"undefined",33,15,0.05
11.9243,"44",NA,NA,"SUBJ","1",39,"undefined",33,15,0.46
11.9243,"43",NA,NA,"CNPC","1",40,"undefined",33,15,0.47
11.9243,"40",NA,NA,"CNPC","1",41,"undefined",33,16,0.44
11.9243,"42",NA,NA,"WH","1",42,"undefined",33,16,0.39
11.9243,"41",NA,NA,"SUBJ","1",43,"undefined",33,16,0.41
11.9243,"114",NA,NA,"FILL","1",44,"undefined",33,16,0.93
11.9243,"129",NA,NA,"UNGRAM","1",45,"undefined",33,16,0.04
11.9243,"119",NA,NA,"UNGRAM","1",46,"undefined",33,3,0.08
11.9243,"10",NA,NA,"CNPC","1",47,"undefined",33,3,0.43
11.9243,"12",NA,NA,"WH","1",48,"undefined",33,3,0.45
11.9243,"104",NA,NA,"FILL","1",49,"undefined",33,3,0.97
11.9243,"11",NA,NA,"SUBJ","1",50,"undefined",33,3,0.45
11.9243,"118",NA,NA,"UNGRAM","1",51,"undefined",33,4,0
11.9243,"103",NA,NA,"FILL","1",52,"undefined",33,4,0.97
11.9243,"7",NA,NA,"CNPC","1",53,"undefined",33,4,0.44
11.9243,"8",NA,NA,"SUBJ","1",54,"undefined",33,4,0.45
11.9243,"9",NA,NA,"WH","1",55,"undefined",33,4,0.73
11.9243,"38",NA,NA,"SUBJ","1",56,"undefined",33,5,0.43
11.9243,"37",NA,NA,"CNPC","1",57,"undefined",33,5,0.19
11.9243,"39",NA,NA,"WH","1",58,"undefined",33,5,0.4
11.9243,"113",NA,NA,"FILL","1",59,"undefined",33,5,0.94
11.9243,"128",NA,NA,"UNGRAM","1",60,"undefined",33,5,0.18
11.9243,"30",NA,NA,"WH","1",61,"undefined",33,6,0.5
11.9243,"125",NA,NA,"UNGRAM","1",62,"undefined",33,6,0.05
11.9243,"110",NA,NA,"FILL","1",63,"undefined",33,6,0.97
11.9243,"29",NA,NA,"SUBJ","1",64,"undefined",33,6,0.45
11.9243,"28",NA,NA,"CNPC","1",65,"undefined",33,6,0.42
11.9243,"124",NA,NA,"UNGRAM","1",66,"undefined",33,7,0.09
11.9243,"25",NA,NA,"CNPC","1",67,"undefined",33,7,0.44
11.9243,"109",NA,NA,"FILL","1",68,"undefined",33,7,0.94
11.9243,"27",NA,NA,"WH","1",69,"undefined",33,7,0.5
11.9243,"26",NA,NA,"SUBJ","1",70,"undefined",33,7,0.33
11.9243,"120",NA,NA,"UNGRAM","1",71,"undefined",33,8,0.03
11.9243,"13",NA,NA,"CNPC","1",72,"undefined",33,8,0.42
11.9243,"15",NA,NA,"WH","1",73,"undefined",33,8,0.52
11.9243,"105",NA,NA,"FILL","1",74,"undefined",33,8,0.96
11.9243,"14",NA,NA,"SUBJ","1",75,"undefined",33,8,0.34
14.39218333,"128",NA,NA,"UNGRAM","1",1,"undefined",34,2,0
14.39218333,"113",NA,NA,"FILL","1",2,"undefined",34,2,0.99
14.39218333,"37",NA,NA,"CNPC","1",3,"undefined",34,2,0.13
14.39218333,"38",NA,NA,"SUBJ","1",4,"undefined",34,2,0.13
14.39218333,"39",NA,NA,"WH","1",5,"undefined",34,2,0.41
14.39218333,"27",NA,NA,"WH","1",6,"undefined",34,9,0.51
14.39218333,"25",NA,NA,"CNPC","1",7,"undefined",34,9,0.11
14.39218333,"109",NA,NA,"FILL","1",8,"undefined",34,9,0.73
14.39218333,"124",NA,NA,"UNGRAM","1",9,"undefined",34,9,0
14.39218333,"26",NA,NA,"SUBJ","1",10,"undefined",34,9,0
14.39218333,"6",NA,NA,"WH","1",11,"undefined",34,10,0.43
14.39218333,"117",NA,NA,"UNGRAM","1",12,"undefined",34,10,0
14.39218333,"102",NA,NA,"FILL","1",13,"undefined",34,10,0.97
14.39218333,"4",NA,NA,"CNPC","1",14,"undefined",34,10,0
14.39218333,"5",NA,NA,"SUBJ","1",15,"undefined",34,10,0.56
14.39218333,"121",NA,NA,"UNGRAM","1",16,"undefined",34,11,0
14.39218333,"17",NA,NA,"SUBJ","1",17,"undefined",34,11,0.33
14.39218333,"18",NA,NA,"WH","1",18,"undefined",34,11,0.57
14.39218333,"106",NA,NA,"FILL","1",19,"undefined",34,11,0.86
14.39218333,"16",NA,NA,"CNPC","1",20,"undefined",34,11,0.07
14.39218333,"101",NA,NA,"FILL","1",21,"undefined",34,12,0.84
14.39218333,"3",NA,NA,"WH","1",22,"undefined",34,12,0.56
14.39218333,"1",NA,NA,"CNPC","1",23,"undefined",34,12,0.15
14.39218333,"2",NA,NA,"SUBJ","1",24,"undefined",34,12,0.23
14.39218333,"116",NA,NA,"UNGRAM","1",25,"undefined",34,12,0.03
14.39218333,"40",NA,NA,"CNPC","1",26,"undefined",34,13,0.31
14.39218333,"42",NA,NA,"WH","1",27,"undefined",34,13,0.46
14.39218333,"129",NA,NA,"UNGRAM","1",28,"undefined",34,13,0
14.39218333,"114",NA,NA,"FILL","1",29,"undefined",34,13,0.94
14.39218333,"41",NA,NA,"SUBJ","1",30,"undefined",34,13,0.17
14.39218333,"130",NA,NA,"UNGRAM","1",31,"undefined",34,14,0
14.39218333,"43",NA,NA,"CNPC","1",32,"undefined",34,14,0.11
14.39218333,"115",NA,NA,"FILL","1",33,"undefined",34,14,0.71
14.39218333,"44",NA,NA,"SUBJ","1",34,"undefined",34,14,0
14.39218333,"45",NA,NA,"WH","1",35,"undefined",34,14,0.57
14.39218333,"31",NA,NA,"CNPC","1",36,"undefined",34,15,0.12
14.39218333,"32",NA,NA,"SUBJ","1",37,"undefined",34,15,0.18
14.39218333,"126",NA,NA,"UNGRAM","1",38,"undefined",34,15,0
14.39218333,"111",NA,NA,"FILL","1",39,"undefined",34,15,0.82
14.39218333,"33",NA,NA,"WH","1",40,"undefined",34,15,0.09
14.39218333,"19",NA,NA,"CNPC","1",41,"undefined",34,16,0.14
14.39218333,"122",NA,NA,"UNGRAM","1",42,"undefined",34,16,0
14.39218333,"107",NA,NA,"FILL","1",43,"undefined",34,16,0.74
14.39218333,"21",NA,NA,"WH","1",44,"undefined",34,16,0.33
14.39218333,"20",NA,NA,"SUBJ","1",45,"undefined",34,16,0.18
14.39218333,"15",NA,NA,"WH","1",46,"undefined",34,3,0.5
14.39218333,"120",NA,NA,"UNGRAM","1",47,"undefined",34,3,0
14.39218333,"14",NA,NA,"SUBJ","1",48,"undefined",34,3,0.12
14.39218333,"105",NA,NA,"FILL","1",49,"undefined",34,3,0.72
14.39218333,"13",NA,NA,"CNPC","1",50,"undefined",34,3,0.25
14.39218333,"119",NA,NA,"UNGRAM","1",51,"undefined",34,4,0
14.39218333,"12",NA,NA,"WH","1",52,"undefined",34,4,0.3
14.39218333,"10",NA,NA,"CNPC","1",53,"undefined",34,4,0.14
14.39218333,"11",NA,NA,"SUBJ","1",54,"undefined",34,4,0.32
14.39218333,"104",NA,NA,"FILL","1",55,"undefined",34,4,0.73
14.39218333,"8",NA,NA,"SUBJ","1",56,"undefined",34,5,0.39
14.39218333,"7",NA,NA,"CNPC","1",57,"undefined",34,5,0.23
14.39218333,"9",NA,NA,"WH","1",58,"undefined",34,5,0.14
14.39218333,"118",NA,NA,"UNGRAM","1",59,"undefined",34,5,0
14.39218333,"103",NA,NA,"FILL","1",60,"undefined",34,5,0.82
14.39218333,"36",NA,NA,"WH","1",61,"undefined",34,6,0.85
14.39218333,"127",NA,NA,"UNGRAM","1",62,"undefined",34,6,0
14.39218333,"112",NA,NA,"FILL","1",63,"undefined",34,6,0.99
14.39218333,"35",NA,NA,"SUBJ","1",64,"undefined",34,6,0.06
14.39218333,"34",NA,NA,"CNPC","1",65,"undefined",34,6,0.16
14.39218333,"23",NA,NA,"SUBJ","1",66,"undefined",34,7,0.19
14.39218333,"24",NA,NA,"WH","1",67,"undefined",34,7,0.63
14.39218333,"123",NA,NA,"UNGRAM","1",68,"undefined",34,7,0
14.39218333,"108",NA,NA,"FILL","1",69,"undefined",34,7,0.92
14.39218333,"22",NA,NA,"CNPC","1",70,"undefined",34,7,0.23
14.39218333,"125",NA,NA,"UNGRAM","1",71,"undefined",34,8,0
14.39218333,"30",NA,NA,"WH","1",72,"undefined",34,8,0.26
14.39218333,"29",NA,NA,"SUBJ","1",73,"undefined",34,8,0.12
14.39218333,"110",NA,NA,"FILL","1",74,"undefined",34,8,0.92
14.39218333,"28",NA,NA,"CNPC","1",75,"undefined",34,8,0.28
17.69231667,"121",NA,NA,"UNGRAM","1",1,"undefined",35,2,0.03
17.69231667,"17",NA,NA,"SUBJ","1",2,"undefined",35,2,1
17.69231667,"106",NA,NA,"FILL","1",3,"undefined",35,2,1
17.69231667,"18",NA,NA,"WH","1",4,"undefined",35,2,0.36
17.69231667,"16",NA,NA,"CNPC","1",5,"undefined",35,2,0.98
17.69231667,"40",NA,NA,"CNPC","1",6,"undefined",35,9,1
17.69231667,"114",NA,NA,"FILL","1",7,"undefined",35,9,1
17.69231667,"41",NA,NA,"SUBJ","1",8,"undefined",35,9,0.94
17.69231667,"42",NA,NA,"WH","1",9,"undefined",35,9,0.45
17.69231667,"129",NA,NA,"UNGRAM","1",10,"undefined",35,9,0.04
17.69231667,"2",NA,NA,"SUBJ","1",11,"undefined",35,10,0.14
17.69231667,"116",NA,NA,"UNGRAM","1",12,"undefined",35,10,0.04
17.69231667,"1",NA,NA,"CNPC","1",13,"undefined",35,10,0.2
17.69231667,"3",NA,NA,"WH","1",14,"undefined",35,10,0.89
17.69231667,"101",NA,NA,"FILL","1",15,"undefined",35,10,1
17.69231667,"127",NA,NA,"UNGRAM","1",16,"undefined",35,11,0.13
17.69231667,"34",NA,NA,"CNPC","1",17,"undefined",35,11,1
17.69231667,"112",NA,NA,"FILL","1",18,"undefined",35,11,1
17.69231667,"35",NA,NA,"SUBJ","1",19,"undefined",35,11,0.67
17.69231667,"36",NA,NA,"WH","1",20,"undefined",35,11,0.72
17.69231667,"38",NA,NA,"SUBJ","1",21,"undefined",35,12,0.74
17.69231667,"39",NA,NA,"WH","1",22,"undefined",35,12,1
17.69231667,"113",NA,NA,"FILL","1",23,"undefined",35,12,1
17.69231667,"128",NA,NA,"UNGRAM","1",24,"undefined",35,12,0.09
17.69231667,"37",NA,NA,"CNPC","1",25,"undefined",35,12,1
17.69231667,"21",NA,NA,"WH","1",26,"undefined",35,13,1
17.69231667,"107",NA,NA,"FILL","1",27,"undefined",35,13,1
17.69231667,"19",NA,NA,"CNPC","1",28,"undefined",35,13,1
17.69231667,"122",NA,NA,"UNGRAM","1",29,"undefined",35,13,0
17.69231667,"20",NA,NA,"SUBJ","1",30,"undefined",35,13,1
17.69231667,"33",NA,NA,"WH","1",31,"undefined",35,14,0.7
