Answer.time_in_minutes,block_sequence,workerid,response,trial_sequence_total,Answer.condition,condition,first_response_value,wrong_attempts,list_number,item_number 
28.00455,2,19,0.04,14,undefined,FILL,,,1,140
28.00455,3,19,0.97,15,undefined,SUBJ,,,1,23
28.00455,3,19,0.97,16,undefined,WH,,,1,24
28.00455,3,19,0.95,17,undefined,CNPC,,,1,22
28.00455,3,19,0.96,18,undefined,FILL,,,1,138
28.00455,3,19,0.99,19,undefined,FILL,,,1,123
28.00455,3,19,0.96,20,undefined,FILL,,,1,108
28.00455,4,19,0.03,21,undefined,CNPC,,,1,37
28.00455,4,19,0.98,22,undefined,WH,,,1,39
28.00455,4,19,0.05,23,undefined,FILL,,,1,113
28.00455,4,19,0.95,24,undefined,FILL,,,1,143
28.00455,4,19,0.03,25,undefined,SUBJ,,,1,38
28.00455,4,19,0.98,26,undefined,FILL,,,1,128
28.00455,5,19,0.97,27,undefined,FILL,,,1,109
28.00455,5,19,0.98,28,undefined,FILL,,,1,124
28.00455,5,19,0.99,29,undefined,SUBJ,,,1,26
28.00455,5,19,0.99,30,undefined,FILL,,,1,139
28.00455,5,19,0.98,31,undefined,CNPC,,,1,25
28.00455,5,19,0.96,32,undefined,WH,,,1,27
28.00455,6,19,0.99,33,undefined,CNPC,,,1,34
28.00455,6,19,1,34,undefined,FILL,,,1,127
28.00455,6,19,0.98,35,undefined,FILL,,,1,142
28.00455,6,19,0.95,36,undefined,SUBJ,,,1,35
28.00455,6,19,0.98,37,undefined,FILL,,,1,112
28.00455,6,19,0.95,38,undefined,WH,,,1,36
28.00455,7,19,0.98,39,undefined,WH,,,1,18
28.00455,7,19,0.98,40,undefined,FILL,,,1,121
28.00455,7,19,0.98,41,undefined,CNPC,,,1,16
28.00455,7,19,1,42,undefined,SUBJ,,,1,17
28.00455,7,19,0.99,43,undefined,FILL,,,1,106
28.00455,7,19,0.95,44,undefined,FILL,,,1,136
28.00455,8,19,0.97,45,undefined,CNPC,,,1,1
28.00455,8,19,0.01,46,undefined,WH,,,1,3
28.00455,8,19,0.96,47,undefined,FILL,,,1,101
28.00455,8,19,0.96,48,undefined,SUBJ,,,1,2
28.00455,8,19,0.99,49,undefined,FILL,,,1,131
28.00455,8,19,0.96,50,undefined,FILL,,,1,116
28.00455,8,19,0.05,51,undefined,UNGRAM,,,99,991
28.00455,8,19,0.95,52,undefined,FILL,,,99,991
28.00455,9,19,0.97,53,undefined,FILL,,,1,102
28.00455,9,19,0.99,54,undefined,CNPC,,,1,4
28.00455,9,19,0.96,55,undefined,FILL,,,1,117
28.00455,9,19,0.97,56,undefined,SUBJ,,,1,5
28.00455,9,19,0.97,57,undefined,FILL,,,1,132
28.00455,9,19,0.96,58,undefined,WH,,,1,6
28.00455,9,19,0.03,59,undefined,UNGRAM,,,99,992
28.00455,9,19,0.97,60,undefined,FILL,,,99,992
28.00455,10,19,0.97,61,undefined,FILL,,,1,144
28.00455,10,19,0.97,62,undefined,SUBJ,,,1,41
28.00455,10,19,0.95,63,undefined,WH,,,1,42
28.00455,10,19,0.97,64,undefined,FILL,,,1,129
28.00455,10,19,0.99,65,undefined,FILL,,,1,114
28.00455,10,19,0.99,66,undefined,CNPC,,,1,40
28.00455,11,19,0.97,67,undefined,CNPC,,,1,13
28.00455,11,19,0.98,68,undefined,SUBJ,,,1,14
28.00455,11,19,0.99,69,undefined,FILL,,,1,105
28.00455,11,19,0.98,70,undefined,FILL,,,1,135
28.00455,11,19,0.98,71,undefined,WH,,,1,15
28.00455,11,19,0.97,72,undefined,FILL,,,1,120
28.00455,12,19,0.99,73,undefined,CNPC,,,1,31
28.00455,12,19,0.97,74,undefined,WH,,,1,33
28.00455,12,19,0.97,75,undefined,FILL,,,1,126
28.00455,12,19,0.96,76,undefined,FILL,,,1,111
28.00455,12,19,0.98,77,undefined,SUBJ,,,1,32
28.00455,12,19,0.96,78,undefined,FILL,,,1,141
28.00455,13,19,0.97,79,undefined,FILL,,,1,134
28.00455,13,19,0.98,80,undefined,CNPC,,,1,10
28.00455,13,19,0.95,81,undefined,WH,,,1,12
28.00455,13,19,0.97,82,undefined,FILL,,,1,119
28.00455,13,19,0.96,83,undefined,SUBJ,,,1,11
28.00455,13,19,0.98,84,undefined,FILL,,,1,104
28.00455,13,19,0.02,85,undefined,UNGRAM,,,99,994
28.00455,13,19,0.98,86,undefined,FILL,,,99,994
28.00455,14,19,0.96,87,undefined,FILL,,,1,137
28.00455,14,19,0.96,88,undefined,FILL,,,1,122
28.00455,14,19,0.97,89,undefined,WH,,,1,21
28.00455,14,19,0.97,90,undefined,CNPC,,,1,19
28.00455,14,19,0.97,91,undefined,FILL,,,1,107
28.00455,14,19,1,92,undefined,SUBJ,,,1,20
28.00455,15,19,0.96,93,undefined,FILL,,,1,115
28.00455,15,19,0.97,94,undefined,WH,,,1,45
28.00455,15,19,1,95,undefined,FILL,,,1,145
28.00455,15,19,0.96,96,undefined,CNPC,,,1,43
28.00455,15,19,0.95,97,undefined,SUBJ,,,1,44
28.00455,15,19,0.99,98,undefined,FILL,,,1,130
17.5818,practice,20,0.99,0,undefined,practice_good,,0,practice,practice_good
17.5818,practice,20,0.02,0,undefined,practice_bad,,0,practice,practice_bad
17.5818,1,20,0.97,1,undefined,FILL,,,1,139
17.5818,1,20,0.97,2,undefined,FILL,,,1,124
17.5818,1,20,0.78,3,undefined,SUBJ,,,1,26
17.5818,1,20,0.41,4,undefined,CNPC,,,1,25
17.5818,1,20,0.89,5,undefined,FILL,,,1,109
17.5818,1,20,0.62,6,undefined,WH,,,1,27
17.5818,2,20,0.69,7,undefined,FILL,,,1,107
17.5818,2,20,0.38,8,undefined,CNPC,,,1,19
17.5818,2,20,0.89,9,undefined,FILL,,,1,137
17.5818,2,20,0.4,10,undefined,SUBJ,,,1,20
17.5818,2,20,0.95,11,undefined,FILL,,,1,122
17.5818,2,20,0.33,12,undefined,WH,,,1,21
17.5818,3,20,0.16,13,undefined,CNPC,,,1,43
17.5818,3,20,0.93,14,undefined,FILL,,,1,115
17.5818,3,20,1,15,undefined,FILL,,,1,145
17.5818,3,20,0.1,16,undefined,SUBJ,,,1,44
17.5818,3,20,0.95,17,undefined,FILL,,,1,130
17.5818,3,20,0.2,18,undefined,WH,,,1,45
17.5818,4,20,0.56,19,undefined,CNPC,,,1,28
17.5818,4,20,0.36,20,undefined,SUBJ,,,1,29
17.5818,4,20,0.99,21,undefined,FILL,,,1,110
17.5818,4,20,1,22,undefined,FILL,,,1,140
17.5818,4,20,1,23,undefined,FILL,,,1,125
17.5818,4,20,0.2,24,undefined,WH,,,1,30
17.5818,5,20,0.06,25,undefined,SUBJ,,,1,38
17.5818,5,20,0.77,26,undefined,FILL,,,1,113
17.5818,5,20,0.88,27,undefined,FILL,,,1,143
17.5818,5,20,0.53,28,undefined,CNPC,,,1,37
17.5818,5,20,0.84,29,undefined,FILL,,,1,128
17.5818,5,20,0.68,30,undefined,WH,,,1,39
17.5818,6,20,0.89,31,undefined,FILL,,,1,103
17.5818,6,20,0.25,32,undefined,WH,,,1,9
17.5818,6,20,0.27,33,undefined,CNPC,,,1,7
17.5818,6,20,0.96,34,undefined,FILL,,,1,118
17.5818,6,20,0.68,35,undefined,SUBJ,,,1,8
17.5818,6,20,0.93,36,undefined,FILL,,,1,133
17.5818,6,20,0,37,undefined,UNGRAM,,,99,993
17.5818,6,20,0.93,38,undefined,FILL,,,99,993
17.5818,7,20,0.59,39,undefined,SUBJ,,,1,11
17.5818,7,20,0.86,40,undefined,FILL,,,1,134
17.5818,7,20,0.27,41,undefined,CNPC,,,1,10
17.5818,7,20,0.71,42,undefined,WH,,,1,12
17.5818,7,20,0.95,43,undefined,FILL,,,1,104
17.5818,7,20,0.93,44,undefined,FILL,,,1,119
17.5818,7,20,0.02,45,undefined,UNGRAM,,,99,994
17.5818,7,20,0.99,46,undefined,FILL,,,99,994
17.5818,8,20,0.31,47,undefined,SUBJ,,,1,35
17.5818,8,20,1,48,undefined,FILL,,,1,142
17.5818,8,20,0.68,49,undefined,WH,,,1,36
17.5818,8,20,0.84,50,undefined,FILL,,,1,112
17.5818,8,20,0.54,51,undefined,CNPC,,,1,34
17.5818,8,20,0.97,52,undefined,FILL,,,1,127
17.5818,9,20,0.86,53,undefined,FILL,,,1,111
17.5818,9,20,0.34,54,undefined,CNPC,,,1,31
17.5818,9,20,1,55,undefined,FILL,,,1,141
17.5818,9,20,0.59,56,undefined,SUBJ,,,1,32
17.5818,9,20,0.92,57,undefined,FILL,,,1,126
17.5818,9,20,0.43,58,undefined,WH,,,1,33
17.5818,10,20,0.28,59,undefined,CNPC,,,1,22
17.5818,10,20,0.93,60,undefined,FILL,,,1,123
17.5818,10,20,0.93,61,undefined,SUBJ,,,1,23
17.5818,10,20,1,62,undefined,FILL,,,1,108
17.5818,10,20,0.82,63,undefined,WH,,,1,24
17.5818,10,20,1,64,undefined,FILL,,,1,138
17.5818,11,20,0.85,65,undefined,SUBJ,,,1,14
17.5818,11,20,0.87,66,undefined,FILL,,,1,105
17.5818,11,20,0.46,67,undefined,CNPC,,,1,13
17.5818,11,20,0.86,68,undefined,FILL,,,1,120
17.5818,11,20,0.78,69,undefined,WH,,,1,15
17.5818,11,20,0.97,70,undefined,FILL,,,1,135
17.5818,12,20,0.83,71,undefined,CNPC,,,1,16
17.5818,12,20,0.46,72,undefined,WH,,,1,18
17.5818,12,20,0.99,73,undefined,FILL,,,1,106
17.5818,12,20,0.82,74,undefined,FILL,,,1,121
17.5818,12,20,0.92,75,undefined,FILL,,,1,136
17.5818,12,20,0.44,76,undefined,SUBJ,,,1,17
17.5818,13,20,0.34,77,undefined,WH,,,1,42
17.5818,13,20,0.63,78,undefined,CNPC,,,1,40
17.5818,13,20,0.74,79,undefined,FILL,,,1,114
17.5818,13,20,0.23,80,undefined,SUBJ,,,1,41
17.5818,13,20,0.98,81,undefined,FILL,,,1,129
17.5818,13,20,1,82,undefined,FILL,,,1,144
17.5818,14,20,0.78,83,undefined,SUBJ,,,1,2
17.5818,14,20,0.91,84,undefined,FILL,,,1,101
17.5818,14,20,1,85,undefined,FILL,,,1,116
17.5818,14,20,1,86,undefined,FILL,,,1,131
17.5818,14,20,0.27,87,undefined,CNPC,,,1,1
17.5818,14,20,0.59,88,undefined,WH,,,1,3
17.5818,14,20,0,89,undefined,UNGRAM,,,99,991
17.5818,14,20,1,90,undefined,FILL,,,99,991
17.5818,15,20,0.59,91,undefined,SUBJ,,,1,5
17.5818,15,20,1,92,undefined,FILL,,,1,102
17.5818,15,20,0.59,93,undefined,WH,,,1,6
17.5818,15,20,1,94,undefined,FILL,,,1,117
17.5818,15,20,0.71,95,undefined,CNPC,,,1,4
17.5818,15,20,1,96,undefined,FILL,,,1,132
17.5818,15,20,0,97,undefined,UNGRAM,,,99,992
17.5818,15,20,1,98,undefined,FILL,,,99,992
31.857516666666665,practice,21,0.81,0,undefined,practice_good,,0,practice,practice_good
31.857516666666665,practice,21,0.06,0,undefined,practice_bad,,0,practice,practice_bad
31.857516666666665,1,21,0.77,1,undefined,CNPC,,,1,28
31.857516666666665,1,21,0.28,2,undefined,WH,,,1,30
31.857516666666665,1,21,0.84,3,undefined,FILL,,,1,110
31.857516666666665,1,21,0.86,4,undefined,FILL,,,1,125
31.857516666666665,1,21,0.11,5,undefined,SUBJ,,,1,29
31.857516666666665,1,21,0.81,6,undefined,FILL,,,1,140
31.857516666666665,2,21,0.17,7,undefined,CNPC,,,1,22
31.857516666666665,2,21,0.11,8,undefined,SUBJ,,,1,23
31.857516666666665,2,21,0.86,9,undefined,FILL,,,1,138
31.857516666666665,2,21,0.94,10,undefined,FILL,,,1,108
31.857516666666665,2,21,1,11,undefined,FILL,,,1,123
31.857516666666665,2,21,0.35,12,undefined,WH,,,1,24
31.857516666666665,3,21,0.14,13,undefined,CNPC,,,1,31
31.857516666666665,3,21,0.89,14,undefined,FILL,,,1,126
31.857516666666665,3,21,0.89,15,undefined,SUBJ,,,1,32
31.857516666666665,3,21,0.97,16,undefined,FILL,,,1,141
31.857516666666665,3,21,0.84,17,undefined,FILL,,,1,111
31.857516666666665,3,21,0.08,18,undefined,WH,,,1,33
31.857516666666665,4,21,0.91,19,undefined,FILL,,,1,107
31.857516666666665,4,21,0.27,20,undefined,FILL,,,1,122
31.857516666666665,4,21,0.86,21,undefined,FILL,,,1,137
31.857516666666665,4,21,0.11,22,undefined,CNPC,,,1,19
31.857516666666665,4,21,0.02,23,undefined,SUBJ,,,1,20
31.857516666666665,4,21,0.47,24,undefined,WH,,,1,21
31.857516666666665,5,21,0.87,25,undefined,FILL,,,1,106
31.857516666666665,5,21,0.83,26,undefined,WH,,,1,18
31.857516666666665,5,21,0.79,27,undefined,FILL,,,1,121
31.857516666666665,5,21,0.79,28,undefined,FILL,,,1,136
31.857516666666665,5,21,0.81,29,undefined,SUBJ,,,1,17
31.857516666666665,5,21,0.15,30,undefined,CNPC,,,1,16
31.857516666666665,6,21,0.85,31,undefined,CNPC,,,1,40
31.857516666666665,6,21,0.82,32,undefined,SUBJ,,,1,41
31.857516666666665,6,21,0.17,33,undefined,FILL,,,1,114
31.857516666666665,6,21,0.77,34,undefined,WH,,,1,42
31.857516666666665,6,21,0.08,35,undefined,FILL,,,1,144
31.857516666666665,6,21,0.45,36,undefined,FILL,,,1,129
31.857516666666665,7,21,0.9,37,undefined,CNPC,,,1,43
31.857516666666665,7,21,0.81,38,undefined,FILL,,,1,115
31.857516666666665,7,21,0.18,39,undefined,FILL,,,1,145
31.857516666666665,7,21,0.87,40,undefined,FILL,,,1,130
31.857516666666665,7,21,0.86,41,undefined,SUBJ,,,1,44
31.857516666666665,7,21,0.41,42,undefined,WH,,,1,45
31.857516666666665,8,21,0.71,43,undefined,FILL,,,1,134
31.857516666666665,8,21,1,44,undefined,FILL,,,1,119
31.857516666666665,8,21,0.85,45,undefined,WH,,,1,12
31.857516666666665,8,21,0.08,46,undefined,FILL,,,1,104
31.857516666666665,8,21,0.82,47,undefined,CNPC,,,1,10
31.857516666666665,8,21,0.79,48,undefined,SUBJ,,,1,11
31.857516666666665,8,21,1,49,undefined,UNGRAM,,,99,994
31.857516666666665,8,21,0.88,50,undefined,FILL,,,99,994
31.857516666666665,9,21,0.99,51,undefined,FILL,,,1,132
31.857516666666665,9,21,0.81,52,undefined,SUBJ,,,1,5
31.857516666666665,9,21,0.89,53,undefined,FILL,,,1,102
31.857516666666665,9,21,1,54,undefined,FILL,,,1,117
31.857516666666665,9,21,1,55,undefined,CNPC,,,1,4
31.857516666666665,9,21,0.82,56,undefined,WH,,,1,6
31.857516666666665,9,21,0.93,57,undefined,UNGRAM,,,99,992
31.857516666666665,9,21,1,58,undefined,FILL,,,99,992
31.857516666666665,10,21,0.92,59,undefined,FILL,,,1,113
31.857516666666665,10,21,0.91,60,undefined,WH,,,1,39
31.857516666666665,10,21,0.97,61,undefined,FILL,,,1,128
31.857516666666665,10,21,0.5,62,undefined,SUBJ,,,1,38
31.857516666666665,10,21,0.8,63,undefined,FILL,,,1,143
31.857516666666665,10,21,0.12,64,undefined,CNPC,,,1,37
31.857516666666665,11,21,0.79,65,undefined,WH,,,1,36
31.857516666666665,11,21,0.86,66,undefined,FILL,,,1,112
31.857516666666665,11,21,0.72,67,undefined,FILL,,,1,142
31.857516666666665,11,21,0.93,68,undefined,SUBJ,,,1,35
31.857516666666665,11,21,0.78,69,undefined,CNPC,,,1,34
31.857516666666665,11,21,0.81,70,undefined,FILL,,,1,127
31.857516666666665,12,21,0.81,71,undefined,FILL,,,1,105
31.857516666666665,12,21,0.24,72,undefined,WH,,,1,15
31.857516666666665,12,21,0.8,73,undefined,CNPC,,,1,13
31.857516666666665,12,21,0.89,74,undefined,FILL,,,1,135
31.857516666666665,12,21,0.12,75,undefined,SUBJ,,,1,14
31.857516666666665,12,21,0.76,76,undefined,FILL,,,1,120
31.857516666666665,13,21,0.8,77,undefined,FILL,,,1,116
31.857516666666665,13,21,0.58,78,undefined,FILL,,,1,131
31.857516666666665,13,21,0.82,79,undefined,CNPC,,,1,1
31.857516666666665,13,21,0.82,80,undefined,FILL,,,1,101
31.857516666666665,13,21,0.21,81,undefined,WH,,,1,3
31.857516666666665,13,21,0.82,82,undefined,SUBJ,,,1,2
31.857516666666665,13,21,0.88,83,undefined,UNGRAM,,,99,991
31.857516666666665,13,21,0.08,84,undefined,FILL,,,99,991
31.857516666666665,14,21,0.81,85,undefined,FILL,,,1,139
31.857516666666665,14,21,0.85,86,undefined,FILL,,,1,124
31.857516666666665,14,21,0.55,87,undefined,CNPC,,,1,25
31.857516666666665,14,21,0.19,88,undefined,FILL,,,1,109
31.857516666666665,14,21,0.89,89,undefined,SUBJ,,,1,26
31.857516666666665,14,21,0.69,90,undefined,WH,,,1,27
31.857516666666665,15,21,0.83,91,undefined,CNPC,,,1,7
31.857516666666665,15,21,0.72,92,undefined,FILL,,,1,118
31.857516666666665,15,21,0.27,93,undefined,FILL,,,1,103
31.857516666666665,15,21,0.97,94,undefined,SUBJ,,,1,8
31.857516666666665,15,21,0.88,95,undefined,WH,,,1,9
31.857516666666665,15,21,0.94,96,undefined,FILL,,,1,133
31.857516666666665,15,21,0.89,97,undefined,UNGRAM,,,99,993
31.857516666666665,15,21,0.04,98,undefined,FILL,,,99,993
6.053,practice,22,0.64,0,undefined,practice_good,,0,practice,practice_good
6.053,practice,22,0.21,0,undefined,practice_bad,0.63,1,practice,practice_bad
6.053,1,22,0.73,1,undefined,FILL,,,1,122
6.053,1,22,0.75,2,undefined,FILL,,,1,107
6.053,1,22,0.76,3,undefined,WH,,,1,21
6.053,1,22,0.76,4,undefined,CNPC,,,1,19
6.053,1,22,0.54,5,undefined,SUBJ,,,1,20
6.053,1,22,0.76,6,undefined,FILL,,,1,137
6.053,2,22,0.61,7,undefined,FILL,,,1,117
6.053,2,22,0.83,8,undefined,FILL,,,1,102
6.053,2,22,0.23,9,undefined,CNPC,,,1,4
6.053,2,22,0.86,10,undefined,FILL,,,1,132
6.053,2,22,0.22,11,undefined,WH,,,1,6
6.053,2,22,0.88,12,undefined,SUBJ,,,1,5
6.053,2,22,0.64,13,undefined,UNGRAM,,,99,992
6.053,2,22,0.52,14,undefined,FILL,,,99,992
6.053,3,22,0.76,15,undefined,FILL,,,1,116
6.053,3,22,0.8,16,undefined,SUBJ,,,1,2
6.053,3,22,0.85,17,undefined,FILL,,,1,101
6.053,3,22,0.71,18,undefined,FILL,,,1,131
6.053,3,22,0.84,19,undefined,CNPC,,,1,1
6.053,3,22,0.2,20,undefined,WH,,,1,3
6.053,3,22,0.67,21,undefined,UNGRAM,,,99,991
6.053,3,22,0.7,22,undefined,FILL,,,99,991
6.053,4,22,0.8,23,undefined,FILL,,,1,129
6.053,4,22,0.7,24,undefined,FILL,,,1,144
6.053,4,22,0.65,25,undefined,SUBJ,,,1,41
6.053,4,22,0.88,26,undefined,WH,,,1,42
6.053,4,22,0.82,27,undefined,FILL,,,1,114
6.053,4,22,0.49,28,undefined,CNPC,,,1,40
6.053,5,22,0.73,29,undefined,WH,,,1,24
6.053,5,22,0.37,30,undefined,FILL,,,1,123
6.053,5,22,0.56,31,undefined,FILL,,,1,138
6.053,5,22,0.68,32,undefined,FILL,,,1,108
6.053,5,22,0.46,33,undefined,SUBJ,,,1,23
6.053,5,22,0.63,34,undefined,CNPC,,,1,22
6.053,6,22,0.79,35,undefined,FILL,,,1,127
6.053,6,22,0.29,36,undefined,CNPC,,,1,34
6.053,6,22,0.72,37,undefined,FILL,,,1,112
6.053,6,22,0.46,38,undefined,WH,,,1,36
6.053,6,22,0.71,39,undefined,SUBJ,,,1,35
6.053,6,22,0.38,40,undefined,FILL,,,1,142
6.053,7,22,0.65,41,undefined,FILL,,,1,125
6.053,7,22,0.64,42,undefined,SUBJ,,,1,29
6.053,7,22,0.28,43,undefined,CNPC,,,1,28
6.053,7,22,0.65,44,undefined,WH,,,1,30
6.053,7,22,0.64,45,undefined,FILL,,,1,110
6.053,7,22,0.67,46,undefined,FILL,,,1,140
6.053,8,22,0.51,47,undefined,FILL,,,1,113
6.053,8,22,0.67,48,undefined,FILL,,,1,128
6.053,8,22,0.5,49,undefined,WH,,,1,39
6.053,8,22,0.73,50,undefined,CNPC,,,1,37
6.053,8,22,0.44,51,undefined,FILL,,,1,143
6.053,8,22,0.71,52,undefined,SUBJ,,,1,38
6.053,9,22,0.73,53,undefined,CNPC,,,1,16
6.053,9,22,0.74,54,undefined,FILL,,,1,136
6.053,9,22,0.52,55,undefined,FILL,,,1,106
6.053,9,22,0.82,56,undefined,WH,,,1,18
6.053,9,22,0.68,57,undefined,FILL,,,1,121
6.053,9,22,0.37,58,undefined,SUBJ,,,1,17
6.053,10,22,0.72,59,undefined,WH,,,1,33
6.053,10,22,0.52,60,undefined,FILL,,,1,141
6.053,10,22,0.83,61,undefined,SUBJ,,,1,32
6.053,10,22,0.27,62,undefined,CNPC,,,1,31
6.053,10,22,0.63,63,undefined,FILL,,,1,111
6.053,10,22,0.52,64,undefined,FILL,,,1,126
6.053,11,22,0.74,65,undefined,CNPC,,,1,43
6.053,11,22,0.37,66,undefined,SUBJ,,,1,44
6.053,11,22,0.59,67,undefined,FILL,,,1,130
6.053,11,22,0.44,68,undefined,WH,,,1,45
6.053,11,22,0.62,69,undefined,FILL,,,1,115
6.053,11,22,0.48,70,undefined,FILL,,,1,145
6.053,12,22,0.66,71,undefined,CNPC,,,1,25
6.053,12,22,0.42,72,undefined,SUBJ,,,1,26
6.053,12,22,0.58,73,undefined,FILL,,,1,139
6.053,12,22,0.4,74,undefined,WH,,,1,27
6.053,12,22,0.64,75,undefined,FILL,,,1,124
6.053,12,22,0.45,76,undefined,FILL,,,1,109
6.053,13,22,0.72,77,undefined,WH,,,1,9
6.053,13,22,0.37,78,undefined,FILL,,,1,118
6.053,13,22,0.71,79,undefined,FILL,,,1,133
6.053,13,22,0.58,80,undefined,FILL,,,1,103
6.053,13,22,0.52,81,undefined,SUBJ,,,1,8
6.053,13,22,0.71,82,undefined,CNPC,,,1,7
6.053,13,22,0.59,83,undefined,UNGRAM,,,99,993
6.053,13,22,0.52,84,undefined,FILL,,,99,993
6.053,14,22,0.79,85,undefined,WH,,,1,15
6.053,14,22,0.43,86,undefined,FILL,,,1,135
6.053,14,22,0.72,87,undefined,SUBJ,,,1,14
6.053,14,22,0.7,88,undefined,CNPC,,,1,13
6.053,14,22,0.73,89,undefined,FILL,,,1,120
6.053,14,22,0.84,90,undefined,FILL,,,1,105
6.053,15,22,0.91,91,undefined,FILL,,,1,134
6.053,15,22,0.26,92,undefined,CNPC,,,1,10
6.053,15,22,0.54,93,undefined,FILL,,,1,104
6.053,15,22,0.51,94,undefined,WH,,,1,12
6.053,15,22,0.8,95,undefined,SUBJ,,,1,11
6.053,15,22,0.58,96,undefined,FILL,,,1,119
6.053,15,22,0.29,97,undefined,UNGRAM,,,99,994
6.053,15,22,0.74,98,undefined,FILL,,,99,994
13.129633333333333,practice,23,0.9,0,undefined,practice_good,,0,practice,practice_good
13.129633333333333,practice,23,0.07,0,undefined,practice_bad,,0,practice,practice_bad
13.129633333333333,1,23,0.92,1,undefined,FILL,,,1,133
13.129633333333333,1,23,0.25,2,undefined,WH,,,1,9
13.129633333333333,1,23,0.9,3,undefined,FILL,,,1,103
13.129633333333333,1,23,0.93,4,undefined,FILL,,,1,118
13.129633333333333,1,23,0.66,5,undefined,SUBJ,,,1,8
13.129633333333333,1,23,0.1,6,undefined,CNPC,,,1,7
13.129633333333333,1,23,0.15,7,undefined,UNGRAM,,,99,993
13.129633333333333,1,23,0.76,8,undefined,FILL,,,99,993
13.129633333333333,2,23,0.82,9,undefined,SUBJ,,,1,20
13.129633333333333,2,23,0.96,10,undefined,FILL,,,1,137
13.129633333333333,2,23,0.94,11,undefined,FILL,,,1,122
13.129633333333333,2,23,0.93,12,undefined,FILL,,,1,107
13.129633333333333,2,23,0.66,13,undefined,CNPC,,,1,19
13.129633333333333,2,23,0.21,14,undefined,WH,,,1,21
13.129633333333333,3,23,0.88,15,undefined,CNPC,,,1,40
13.129633333333333,3,23,0.99,16,undefined,FILL,,,1,129
13.129633333333333,3,23,0.34,17,undefined,WH,,,1,42
13.129633333333333,3,23,0.55,18,undefined,SUBJ,,,1,41
13.129633333333333,3,23,0.92,19,undefined,FILL,,,1,144
13.129633333333333,3,23,0.92,20,undefined,FILL,,,1,114
13.129633333333333,4,23,0.42,21,undefined,WH,,,1,6
13.129633333333333,4,23,0.93,22,undefined,FILL,,,1,102
13.129633333333333,4,23,0.96,23,undefined,FILL,,,1,117
13.129633333333333,4,23,0.93,24,undefined,FILL,,,1,132
13.129633333333333,4,23,0.22,25,undefined,CNPC,,,1,4
13.129633333333333,4,23,0.58,26,undefined,SUBJ,,,1,5
13.129633333333333,4,23,0.06,27,undefined,UNGRAM,,,99,992
13.129633333333333,4,23,0.95,28,undefined,FILL,,,99,992
13.129633333333333,5,23,0.17,29,undefined,CNPC,,,1,34
13.129633333333333,5,23,0.94,30,undefined,FILL,,,1,127
13.129633333333333,5,23,0.44,31,undefined,WH,,,1,36
13.129633333333333,5,23,0.65,32,undefined,SUBJ,,,1,35
13.129633333333333,5,23,0.92,33,undefined,FILL,,,1,142
13.129633333333333,5,23,0.92,34,undefined,FILL,,,1,112
13.129633333333333,6,23,0.94,35,undefined,FILL,,,1,121
13.129633333333333,6,23,0.95,36,undefined,FILL,,,1,136
13.129633333333333,6,23,0.33,37,undefined,CNPC,,,1,16
13.129633333333333,6,23,0.34,38,undefined,WH,,,1,18
13.129633333333333,6,23,0.77,39,undefined,SUBJ,,,1,17
13.129633333333333,6,23,0.97,40,undefined,FILL,,,1,106
13.129633333333333,7,23,0.17,41,undefined,WH,,,1,30
13.129633333333333,7,23,0.96,42,undefined,FILL,,,1,125
13.129633333333333,7,23,0.16,43,undefined,CNPC,,,1,28
13.129633333333333,7,23,0.38,44,undefined,SUBJ,,,1,29
13.129633333333333,7,23,0.91,45,undefined,FILL,,,1,140
13.129633333333333,7,23,0.9,46,undefined,FILL,,,1,110
13.129633333333333,8,23,0.38,47,undefined,SUBJ,,,1,26
13.129633333333333,8,23,0.46,48,undefined,WH,,,1,27
13.129633333333333,8,23,0.93,49,undefined,FILL,,,1,124
13.129633333333333,8,23,0.95,50,undefined,FILL,,,1,109
13.129633333333333,8,23,0.94,51,undefined,FILL,,,1,139
13.129633333333333,8,23,0.55,52,undefined,CNPC,,,1,25
13.129633333333333,9,23,0.43,53,undefined,CNPC,,,1,43
13.129633333333333,9,23,0.92,54,undefined,FILL,,,1,115
13.129633333333333,9,23,0.93,55,undefined,FILL,,,1,130
13.129633333333333,9,23,0.94,56,undefined,SUBJ,,,1,44
13.129633333333333,9,23,0.93,57,undefined,FILL,,,1,145
13.129633333333333,9,23,0.6,58,undefined,WH,,,1,45
13.129633333333333,10,23,0.92,59,undefined,FILL,,,1,111
13.129633333333333,10,23,0.92,60,undefined,FILL,,,1,141
13.129633333333333,10,23,0.57,61,undefined,SUBJ,,,1,32
13.129633333333333,10,23,0.36,62,undefined,WH,,,1,33
13.129633333333333,10,23,0.94,63,undefined,CNPC,,,1,31
13.129633333333333,10,23,0.93,64,undefined,FILL,,,1,126
13.129633333333333,11,23,0.71,65,undefined,WH,,,1,15
13.129633333333333,11,23,0.98,66,undefined,FILL,,,1,135
13.129633333333333,11,23,0.52,67,undefined,SUBJ,,,1,14
13.129633333333333,11,23,0.95,68,undefined,FILL,,,1,105
13.129633333333333,11,23,0.93,69,undefined,FILL,,,1,120
13.129633333333333,11,23,0.3,70,undefined,CNPC,,,1,13
13.129633333333333,12,23,0.93,71,undefined,FILL,,,1,138
