Answer.time_in_minutes,item_number,first_response_value,wrong_attempts,condition,list_number,trial_sequence_total,Answer.condition,workerid,block_sequence,response
,,,,,,,,,,
11.9243,39,,,WH,1,58,undefined,33,12,0.4
,,,,,,,,,,
11.9243,113,,,FILL,1,59,undefined,33,12,0.94
,,,,,,,,,,
11.9243,128,,,UNGRAM,1,60,undefined,33,12,0.18
,,,,,,,,,,
11.9243,30,,,WH,1,61,undefined,33,13,0.5
,,,,,,,,,,
11.9243,125,,,UNGRAM,1,62,undefined,33,13,0.05
,,,,,,,,,,
11.9243,110,,,FILL,1,63,undefined,33,13,0.97
,,,,,,,,,,
11.9243,29,,,SUBJ,1,64,undefined,33,13,0.45
,,,,,,,,,,
11.9243,28,,,CNPC,1,65,undefined,33,13,0.42
,,,,,,,,,,
11.9243,124,,,UNGRAM,1,66,undefined,33,14,0.09
,,,,,,,,,,
11.9243,25,,,CNPC,1,67,undefined,33,14,0.44
,,,,,,,,,,
11.9243,109,,,FILL,1,68,undefined,33,14,0.94
,,,,,,,,,,
11.9243,27,,,WH,1,69,undefined,33,14,0.5
,,,,,,,,,,
11.9243,26,,,SUBJ,1,70,undefined,33,14,0.33
,,,,,,,,,,
11.9243,120,,,UNGRAM,1,71,undefined,33,15,0.03
,,,,,,,,,,
11.9243,13,,,CNPC,1,72,undefined,33,15,0.42
,,,,,,,,,,
11.9243,15,,,WH,1,73,undefined,33,15,0.52
,,,,,,,,,,
11.9243,105,,,FILL,1,74,undefined,33,15,0.96
,,,,,,,,,,
11.9243,14,,,SUBJ,1,75,undefined,33,15,0.34
,,,,,,,,,,
14.39218333,practice_good,,0,practice_good,practice,0,undefined,34,practice,1
,,,,,,,,,,
14.39218333,practice_bad,,0,practice_bad,practice,0,undefined,34,practice,0
,,,,,,,,,,
14.39218333,128,,,UNGRAM,1,1,undefined,34,1,0
,,,,,,,,,,
14.39218333,113,,,FILL,1,2,undefined,34,1,0.99
,,,,,,,,,,
14.39218333,37,,,CNPC,1,3,undefined,34,1,0.13
,,,,,,,,,,
14.39218333,38,,,SUBJ,1,4,undefined,34,1,0.13
,,,,,,,,,,
14.39218333,39,,,WH,1,5,undefined,34,1,0.41
,,,,,,,,,,
14.39218333,27,,,WH,1,6,undefined,34,2,0.51
,,,,,,,,,,
14.39218333,25,,,CNPC,1,7,undefined,34,2,0.11
,,,,,,,,,,
14.39218333,109,,,FILL,1,8,undefined,34,2,0.73
,,,,,,,,,,
14.39218333,124,,,UNGRAM,1,9,undefined,34,2,0
,,,,,,,,,,
14.39218333,26,,,SUBJ,1,10,undefined,34,2,0
,,,,,,,,,,
14.39218333,6,,,WH,1,11,undefined,34,3,0.43
,,,,,,,,,,
14.39218333,117,,,UNGRAM,1,12,undefined,34,3,0
,,,,,,,,,,
14.39218333,102,,,FILL,1,13,undefined,34,3,0.97
,,,,,,,,,,
14.39218333,4,,,CNPC,1,14,undefined,34,3,0
,,,,,,,,,,
14.39218333,5,,,SUBJ,1,15,undefined,34,3,0.56
,,,,,,,,,,
14.39218333,121,,,UNGRAM,1,16,undefined,34,4,0
,,,,,,,,,,
14.39218333,17,,,SUBJ,1,17,undefined,34,4,0.33
,,,,,,,,,,
14.39218333,18,,,WH,1,18,undefined,34,4,0.57
,,,,,,,,,,
14.39218333,106,,,FILL,1,19,undefined,34,4,0.86
,,,,,,,,,,
14.39218333,16,,,CNPC,1,20,undefined,34,4,0.07
,,,,,,,,,,
14.39218333,101,,,FILL,1,21,undefined,34,5,0.84
,,,,,,,,,,
14.39218333,3,,,WH,1,22,undefined,34,5,0.56
,,,,,,,,,,
14.39218333,1,,,CNPC,1,23,undefined,34,5,0.15
,,,,,,,,,,
14.39218333,2,,,SUBJ,1,24,undefined,34,5,0.23
,,,,,,,,,,
14.39218333,116,,,UNGRAM,1,25,undefined,34,5,0.03
,,,,,,,,,,
14.39218333,40,,,CNPC,1,26,undefined,34,6,0.31
,,,,,,,,,,
14.39218333,42,,,WH,1,27,undefined,34,6,0.46
,,,,,,,,,,
14.39218333,129,,,UNGRAM,1,28,undefined,34,6,0
,,,,,,,,,,
14.39218333,114,,,FILL,1,29,undefined,34,6,0.94
,,,,,,,,,,
14.39218333,41,,,SUBJ,1,30,undefined,34,6,0.17
,,,,,,,,,,
14.39218333,130,,,UNGRAM,1,31,undefined,34,7,0
,,,,,,,,,,
14.39218333,43,,,CNPC,1,32,undefined,34,7,0.11
,,,,,,,,,,
14.39218333,115,,,FILL,1,33,undefined,34,7,0.71
,,,,,,,,,,
14.39218333,44,,,SUBJ,1,34,undefined,34,7,0
,,,,,,,,,,
14.39218333,45,,,WH,1,35,undefined,34,7,0.57
,,,,,,,,,,
14.39218333,31,,,CNPC,1,36,undefined,34,8,0.12
,,,,,,,,,,
14.39218333,32,,,SUBJ,1,37,undefined,34,8,0.18
,,,,,,,,,,
14.39218333,126,,,UNGRAM,1,38,undefined,34,8,0
,,,,,,,,,,
14.39218333,111,,,FILL,1,39,undefined,34,8,0.82
,,,,,,,,,,
14.39218333,33,,,WH,1,40,undefined,34,8,0.09
,,,,,,,,,,
14.39218333,19,,,CNPC,1,41,undefined,34,9,0.14
,,,,,,,,,,
14.39218333,122,,,UNGRAM,1,42,undefined,34,9,0
,,,,,,,,,,
14.39218333,107,,,FILL,1,43,undefined,34,9,0.74
,,,,,,,,,,
14.39218333,21,,,WH,1,44,undefined,34,9,0.33
,,,,,,,,,,
14.39218333,20,,,SUBJ,1,45,undefined,34,9,0.18
,,,,,,,,,,
14.39218333,15,,,WH,1,46,undefined,34,10,0.5
,,,,,,,,,,
14.39218333,120,,,UNGRAM,1,47,undefined,34,10,0
,,,,,,,,,,
14.39218333,14,,,SUBJ,1,48,undefined,34,10,0.12
,,,,,,,,,,
14.39218333,105,,,FILL,1,49,undefined,34,10,0.72
,,,,,,,,,,
14.39218333,13,,,CNPC,1,50,undefined,34,10,0.25
,,,,,,,,,,
14.39218333,119,,,UNGRAM,1,51,undefined,34,11,0
,,,,,,,,,,
14.39218333,12,,,WH,1,52,undefined,34,11,0.3
,,,,,,,,,,
14.39218333,10,,,CNPC,1,53,undefined,34,11,0.14
,,,,,,,,,,
14.39218333,11,,,SUBJ,1,54,undefined,34,11,0.32
,,,,,,,,,,
14.39218333,104,,,FILL,1,55,undefined,34,11,0.73
,,,,,,,,,,
14.39218333,8,,,SUBJ,1,56,undefined,34,12,0.39
,,,,,,,,,,
14.39218333,7,,,CNPC,1,57,undefined,34,12,0.23
,,,,,,,,,,
14.39218333,9,,,WH,1,58,undefined,34,12,0.14
,,,,,,,,,,
14.39218333,118,,,UNGRAM,1,59,undefined,34,12,0
,,,,,,,,,,
14.39218333,103,,,FILL,1,60,undefined,34,12,0.82
,,,,,,,,,,
14.39218333,36,,,WH,1,61,undefined,34,13,0.85
,,,,,,,,,,
14.39218333,127,,,UNGRAM,1,62,undefined,34,13,0
,,,,,,,,,,
14.39218333,112,,,FILL,1,63,undefined,34,13,0.99
,,,,,,,,,,
14.39218333,35,,,SUBJ,1,64,undefined,34,13,0.06
,,,,,,,,,,
14.39218333,34,,,CNPC,1,65,undefined,34,13,0.16
,,,,,,,,,,
14.39218333,23,,,SUBJ,1,66,undefined,34,14,0.19
,,,,,,,,,,
14.39218333,24,,,WH,1,67,undefined,34,14,0.63
,,,,,,,,,,
14.39218333,123,,,UNGRAM,1,68,undefined,34,14,0
,,,,,,,,,,
14.39218333,108,,,FILL,1,69,undefined,34,14,0.92
,,,,,,,,,,
14.39218333,22,,,CNPC,1,70,undefined,34,14,0.23
,,,,,,,,,,
14.39218333,125,,,UNGRAM,1,71,undefined,34,15,0
,,,,,,,,,,
14.39218333,30,,,WH,1,72,undefined,34,15,0.26
,,,,,,,,,,
14.39218333,29,,,SUBJ,1,73,undefined,34,15,0.12
,,,,,,,,,,
14.39218333,110,,,FILL,1,74,undefined,34,15,0.92
,,,,,,,,,,
14.39218333,28,,,CNPC,1,75,undefined,34,15,0.28
,,,,,,,,,,
17.69231667,practice_good,,0,practice_good,practice,0,undefined,35,practice,1
,,,,,,,,,,
17.69231667,practice_bad,,0,practice_bad,practice,0,undefined,35,practice,0.09
,,,,,,,,,,
17.69231667,121,,,UNGRAM,1,1,undefined,35,1,0.03
,,,,,,,,,,
17.69231667,17,,,SUBJ,1,2,undefined,35,1,1
,,,,,,,,,,
17.69231667,106,,,FILL,1,3,undefined,35,1,1
,,,,,,,,,,
17.69231667,18,,,WH,1,4,undefined,35,1,0.36
,,,,,,,,,,
17.69231667,16,,,CNPC,1,5,undefined,35,1,0.98
,,,,,,,,,,
17.69231667,40,,,CNPC,1,6,undefined,35,2,1
,,,,,,,,,,
17.69231667,114,,,FILL,1,7,undefined,35,2,1
,,,,,,,,,,
17.69231667,41,,,SUBJ,1,8,undefined,35,2,0.94
,,,,,,,,,,
17.69231667,42,,,WH,1,9,undefined,35,2,0.45
,,,,,,,,,,
17.69231667,129,,,UNGRAM,1,10,undefined,35,2,0.04
,,,,,,,,,,
17.69231667,2,,,SUBJ,1,11,undefined,35,3,0.14
,,,,,,,,,,
17.69231667,116,,,UNGRAM,1,12,undefined,35,3,0.04
,,,,,,,,,,
17.69231667,1,,,CNPC,1,13,undefined,35,3,0.2
,,,,,,,,,,
17.69231667,3,,,WH,1,14,undefined,35,3,0.89
,,,,,,,,,,
17.69231667,101,,,FILL,1,15,undefined,35,3,1
,,,,,,,,,,
17.69231667,127,,,UNGRAM,1,16,undefined,35,4,0.13
,,,,,,,,,,
17.69231667,34,,,CNPC,1,17,undefined,35,4,1
,,,,,,,,,,
17.69231667,112,,,FILL,1,18,undefined,35,4,1
,,,,,,,,,,
17.69231667,35,,,SUBJ,1,19,undefined,35,4,0.67
,,,,,,,,,,
17.69231667,36,,,WH,1,20,undefined,35,4,0.72
,,,,,,,,,,
17.69231667,38,,,SUBJ,1,21,undefined,35,5,0.74
,,,,,,,,,,
17.69231667,39,,,WH,1,22,undefined,35,5,1
,,,,,,,,,,
17.69231667,113,,,FILL,1,23,undefined,35,5,1
,,,,,,,,,,
17.69231667,128,,,UNGRAM,1,24,undefined,35,5,0.09
,,,,,,,,,,
17.69231667,37,,,CNPC,1,25,undefined,35,5,1
,,,,,,,,,,
17.69231667,21,,,WH,1,26,undefined,35,6,1
,,,,,,,,,,
17.69231667,107,,,FILL,1,27,undefined,35,6,1
,,,,,,,,,,
17.69231667,19,,,CNPC,1,28,undefined,35,6,1
,,,,,,,,,,
17.69231667,122,,,UNGRAM,1,29,undefined,35,6,0
,,,,,,,,,,
17.69231667,20,,,SUBJ,1,30,undefined,35,6,1
,,,,,,,,,,
17.69231667,33,,,WH,1,31,undefined,35,7,0.7
,,,,,,,,,,
17.69231667,31,,,CNPC,1,32,undefined,35,7,1
,,,,,,,,,,
17.69231667,111,,,FILL,1,33,undefined,35,7,1
,,,,,,,,,,
17.69231667,126,,,UNGRAM,1,34,undefined,35,7,0.03
,,,,,,,,,,
17.69231667,32,,,SUBJ,1,35,undefined,35,7,1
,,,,,,,,,,
17.69231667,29,,,SUBJ,1,36,undefined,35,8,0.64
,,,,,,,,,,
17.69231667,110,,,FILL,1,37,undefined,35,8,1
,,,,,,,,,,
17.69231667,125,,,UNGRAM,1,38,undefined,35,8,0.05
,,,,,,,,,,
17.69231667,30,,,WH,1,39,undefined,35,8,1
,,,,,,,,,,
17.69231667,28,,,CNPC,1,40,undefined,35,8,1
,,,,,,,,,,
17.69231667,24,,,WH,1,41,undefined,35,9,1
,,,,,,,,,,
17.69231667,123,,,UNGRAM,1,42,undefined,35,9,0
,,,,,,,,,,
17.69231667,23,,,SUBJ,1,43,undefined,35,9,1
,,,,,,,,,,
17.69231667,108,,,FILL,1,44,undefined,35,9,1
,,,,,,,,,,
17.69231667,22,,,CNPC,1,45,undefined,35,9,1
,,,,,,,,,,
17.69231667,12,,,WH,1,46,undefined,35,10,1
,,,,,,,,,,
17.69231667,104,,,FILL,1,47,undefined,35,10,1
,,,,,,,,,,
17.69231667,11,,,SUBJ,1,48,undefined,35,10,1
,,,,,,,,,,
17.69231667,119,,,UNGRAM,1,49,undefined,35,10,0.05
,,,,,,,,,,
17.69231667,10,,,CNPC,1,50,undefined,35,10,1
,,,,,,,,,,
17.69231667,4,,,CNPC,1,51,undefined,35,11,1
,,,,,,,,,,
17.69231667,6,,,WH,1,52,undefined,35,11,1
,,,,,,,,,,
17.69231667,117,,,UNGRAM,1,53,undefined,35,11,0.03
,,,,,,,,,,
17.69231667,102,,,FILL,1,54,undefined,35,11,1
,,,,,,,,,,
17.69231667,5,,,SUBJ,1,55,undefined,35,11,0.45
,,,,,,,,,,
17.69231667,26,,,SUBJ,1,56,undefined,35,12,0.33
,,,,,,,,,,
17.69231667,109,,,FILL,1,57,undefined,35,12,1
,,,,,,,,,,
17.69231667,124,,,UNGRAM,1,58,undefined,35,12,0.19
,,,,,,,,,,
17.69231667,25,,,CNPC,1,59,undefined,35,12,1
,,,,,,,,,,
17.69231667,27,,,WH,1,60,undefined,35,12,1
,,,,,,,,,,
17.69231667,7,,,CNPC,1,61,undefined,35,13,1
,,,,,,,,,,
17.69231667,8,,,SUBJ,1,62,undefined,35,13,0.84
,,,,,,,,,,
17.69231667,103,,,FILL,1,63,undefined,35,13,1
,,,,,,,,,,
17.69231667,9,,,WH,1,64,undefined,35,13,1
,,,,,,,,,,
17.69231667,118,,,UNGRAM,1,65,undefined,35,13,0.15
,,,,,,,,,,
17.69231667,45,,,WH,1,66,undefined,35,14,1
,,,,,,,,,,
17.69231667,115,,,FILL,1,67,undefined,35,14,1
,,,,,,,,,,
17.69231667,44,,,SUBJ,1,68,undefined,35,14,1
,,,,,,,,,,
17.69231667,130,,,UNGRAM,1,69,undefined,35,14,0.11
,,,,,,,,,,
17.69231667,43,,,CNPC,1,70,undefined,35,14,1
,,,,,,,,,,
17.69231667,13,,,CNPC,1,71,undefined,35,15,1
,,,,,,,,,,
17.69231667,15,,,WH,1,72,undefined,35,15,1
,,,,,,,,,,
17.69231667,105,,,FILL,1,73,undefined,35,15,0.92
,,,,,,,,,,
17.69231667,14,,,SUBJ,1,74,undefined,35,15,0.87
,,,,,,,,,,
17.69231667,120,,,UNGRAM,1,75,undefined,35,15,0.16
,,,,,,,,,,
5.544283333,practice_good,,0,practice_good,practice,0,undefined,36,practice,0.97
,,,,,,,,,,
5.544283333,practice_bad,,0,practice_bad,practice,0,undefined,36,practice,0.03
,,,,,,,,,,
5.544283333,103,,,FILL,1,1,undefined,36,1,1
,,,,,,,,,,
5.544283333,8,,,SUBJ,1,2,undefined,36,1,0.96
,,,,,,,,,,
5.544283333,7,,,CNPC,1,3,undefined,36,1,0.97
,,,,,,,,,,
5.544283333,118,,,UNGRAM,1,4,undefined,36,1,0.1
,,,,,,,,,,
5.544283333,9,,,WH,1,5,undefined,36,1,0.71
,,,,,,,,,,
5.544283333,117,,,UNGRAM,1,6,undefined,36,2,0.1
,,,,,,,,,,
5.544283333,102,,,FILL,1,7,undefined,36,2,1
,,,,,,,,,,
5.544283333,5,,,SUBJ,1,8,undefined,36,2,0.93
,,,,,,,,,,
5.544283333,4,,,CNPC,1,9,undefined,36,2,0.9
,,,,,,,,,,
5.544283333,6,,,WH,1,10,undefined,36,2,0.92
,,,,,,,,,,
5.544283333,130,,,UNGRAM,1,11,undefined,36,3,0.09
,,,,,,,,,,
5.544283333,45,,,WH,1,12,undefined,36,3,0.97
,,,,,,,,,,
5.544283333,44,,,SUBJ,1,13,undefined,36,3,0.96
,,,,,,,,,,
5.544283333,115,,,FILL,1,14,undefined,36,3,0.95
,,,,,,,,,,
5.544283333,43,,,CNPC,1,15,undefined,36,3,0.98
,,,,,,,,,,
5.544283333,126,,,UNGRAM,1,16,undefined,36,4,0.03
,,,,,,,,,,
5.544283333,111,,,FILL,1,17,undefined,36,4,0.92
,,,,,,,,,,
5.544283333,31,,,CNPC,1,18,undefined,36,4,0.97
,,,,,,,,,,
5.544283333,32,,,SUBJ,1,19,undefined,36,4,0.89
,,,,,,,,,,
5.544283333,33,,,WH,1,20,undefined,36,4,0.94
,,,,,,,,,,
5.544283333,30,,,WH,1,21,undefined,36,5,0.98
,,,,,,,,,,
5.544283333,29,,,SUBJ,1,22,undefined,36,5,0.94
,,,,,,,,,,
5.544283333,125,,,UNGRAM,1,23,undefined,36,5,0.06
,,,,,,,,,,
5.544283333,110,,,FILL,1,24,undefined,36,5,0.98
,,,,,,,,,,
5.544283333,28,,,CNPC,1,25,undefined,36,5,0.94
,,,,,,,,,,
5.544283333,104,,,FILL,1,26,undefined,36,6,0.95
,,,,,,,,,,
5.544283333,10,,,CNPC,1,27,undefined,36,6,0.97
,,,,,,,,,,
5.544283333,12,,,WH,1,28,undefined,36,6,0.98
,,,,,,,,,,
5.544283333,11,,,SUBJ,1,29,undefined,36,6,0.97
,,,,,,,,,,
5.544283333,119,,,UNGRAM,1,30,undefined,36,6,0.09
,,,,,,,,,,
5.544283333,106,,,FILL,1,31,undefined,36,7,0.93
,,,,,,,,,,
5.544283333,121,,,UNGRAM,1,32,undefined,36,7,0.01
,,,,,,,,,,
5.544283333,18,,,WH,1,33,undefined,36,7,0.96
,,,,,,,,,,
5.544283333,17,,,SUBJ,1,34,undefined,36,7,0.95
,,,,,,,,,,
5.544283333,16,,,CNPC,1,35,undefined,36,7,0.98
,,,,,,,,,,
5.544283333,20,,,SUBJ,1,36,undefined,36,8,0.97
,,,,,,,,,,
5.544283333,19,,,CNPC,1,37,undefined,36,8,0.97
,,,,,,,,,,
5.544283333,122,,,UNGRAM,1,38,undefined,36,8,0.02
,,,,,,,,,,
5.544283333,21,,,WH,1,39,undefined,36,8,0.97
,,,,,,,,,,
5.544283333,107,,,FILL,1,40,undefined,36,8,0.97
,,,,,,,,,,
5.544283333,109,,,FILL,1,41,undefined,36,9,0.98
,,,,,,,,,,
5.544283333,26,,,SUBJ,1,42,undefined,36,9,0.99
,,,,,,,,,,
5.544283333,27,,,WH,1,43,undefined,36,9,0.95
,,,,,,,,,,
5.544283333,124,,,UNGRAM,1,44,undefined,36,9,0.02
,,,,,,,,,,
5.544283333,25,,,CNPC,1,45,undefined,36,9,0.94
,,,,,,,,,,
5.544283333,108,,,FILL,1,46,undefined,36,10,0.97
,,,,,,,,,,
5.544283333,24,,,WH,1,47,undefined,36,10,0.95
,,,,,,,,,,
5.544283333,22,,,CNPC,1,48,undefined,36,10,0.94
,,,,,,,,,,
5.544283333,23,,,SUBJ,1,49,undefined,36,10,0.98
,,,,,,,,,,
5.544283333,123,,,UNGRAM,1,50,undefined,36,10,0.04
,,,,,,,,,,
5.544283333,127,,,UNGRAM,1,51,undefined,36,11,0.09
,,,,,,,,,,
5.544283333,36,,,WH,1,52,undefined,36,11,0.96
,,,,,,,,,,
5.544283333,34,,,CNPC,1,53,undefined,36,11,0.98
,,,,,,,,,,
5.544283333,112,,,FILL,1,54,undefined,36,11,0.94
,,,,,,,,,,
5.544283333,35,,,SUBJ,1,55,undefined,36,11,0.97
,,,,,,,,,,
5.544283333,42,,,WH,1,56,undefined,36,12,0.94
,,,,,,,,,,
5.544283333,129,,,UNGRAM,1,57,undefined,36,12,0.09
,,,,,,,,,,
5.544283333,40,,,CNPC,1,58,undefined,36,12,0.95
,,,,,,,,,,
5.544283333,114,,,FILL,1,59,undefined,36,12,0.96
,,,,,,,,,,
5.544283333,41,,,SUBJ,1,60,undefined,36,12,0.96
,,,,,,,,,,
5.544283333,113,,,FILL,1,61,undefined,36,13,0.96
,,,,,,,,,,
5.544283333,128,,,UNGRAM,1,62,undefined,36,13,0.05
,,,,,,,,,,
5.544283333,37,,,CNPC,1,63,undefined,36,13,0.9
,,,,,,,,,,
5.544283333,38,,,SUBJ,1,64,undefined,36,13,0.96
,,,,,,,,,,
5.544283333,39,,,WH,1,65,undefined,36,13,0.97
,,,,,,,,,,
5.544283333,101,,,FILL,1,66,undefined,36,14,0.97
,,,,,,,,,,
5.544283333,116,,,UNGRAM,1,67,undefined,36,14,0.05
,,,,,,,,,,
5.544283333,2,,,SUBJ,1,68,undefined,36,14,0.95
,,,,,,,,,,
5.544283333,3,,,WH,1,69,undefined,36,14,0.96
,,,,,,,,,,
5.544283333,1,,,CNPC,1,70,undefined,36,14,0.98
,,,,,,,,,,
5.544283333,14,,,SUBJ,1,71,undefined,36,15,0.97
,,,,,,,,,,
5.544283333,120,,,UNGRAM,1,72,undefined,36,15,0.07
,,,,,,,,,,
5.544283333,105,,,FILL,1,73,undefined,36,15,0.98
,,,,,,,,,,
5.544283333,15,,,WH,1,74,undefined,36,15,0.97
,,,,,,,,,,
5.544283333,13,,,CNPC,1,75,undefined,36,15,0.97
,,,,,,,,,,
7.546066667,practice_good,,0,practice_good,practice,0,undefined,37,practice,0.97
,,,,,,,,,,
7.546066667,practice_bad,,0,practice_bad,practice,0,undefined,37,practice,0.04
,,,,,,,,,,
7.546066667,128,,,UNGRAM,1,1,undefined,37,1,0.02
,,,,,,,,,,
7.546066667,37,,,CNPC,1,2,undefined,37,1,0.29
,,,,,,,,,,
7.546066667,39,,,WH,1,3,undefined,37,1,0.22
,,,,,,,,,,
7.546066667,38,,,SUBJ,1,4,undefined,37,1,0.34
,,,,,,,,,,
7.546066667,113,,,FILL,1,5,undefined,37,1,1
,,,,,,,,,,
7.546066667,127,,,UNGRAM,1,6,undefined,37,2,0.05
,,,,,,,,,,
7.546066667,34,,,CNPC,1,7,undefined,37,2,0.54
,,,,,,,,,,
7.546066667,112,,,FILL,1,8,undefined,37,2,1
,,,,,,,,,,
7.546066667,36,,,WH,1,9,undefined,37,2,0.36
,,,,,,,,,,
7.546066667,35,,,SUBJ,1,10,undefined,37,2,0.54
,,,,,,,,,,
7.546066667,122,,,UNGRAM,1,11,undefined,37,3,0.02
,,,,,,,,,,
7.546066667,20,,,SUBJ,1,12,undefined,37,3,0.58
,,,,,,,,,,
7.546066667,19,,,CNPC,1,13,undefined,37,3,0.31
,,,,,,,,,,
7.546066667,107,,,FILL,1,14,undefined,37,3,0.91
,,,,,,,,,,
7.546066667,21,,,WH,1,15,undefined,37,3,0.34
,,,,,,,,,,
7.546066667,106,,,FILL,1,16,undefined,37,4,0.94
,,,,,,,,,,
7.546066667,16,,,CNPC,1,17,undefined,37,4,0.34
,,,,,,,,,,
7.546066667,121,,,UNGRAM,1,18,undefined,37,4,0.04
,,,,,,,,,,
7.546066667,18,,,WH,1,19,undefined,37,4,0.49
,,,,,,,,,,
7.546066667,17,,,SUBJ,1,20,undefined,37,4,0.7
,,,,,,,,,,
7.546066667,41,,,SUBJ,1,21,undefined,37,5,0.51
,,,,,,,,,,
7.546066667,114,,,FILL,1,22,undefined,37,5,0.97
,,,,,,,,,,
7.546066667,129,,,UNGRAM,1,23,undefined,37,5,0.05
,,,,,,,,,,
7.546066667,42,,,WH,1,24,undefined,37,5,0.63
,,,,,,,,,,
7.546066667,40,,,CNPC,1,25,undefined,37,5,0.74
,,,,,,,,,,
7.546066667,104,,,FILL,1,26,undefined,37,6,0.78
,,,,,,,,,,
7.546066667,119,,,UNGRAM,1,27,undefined,37,6,0.11
,,,,,,,,,,
7.546066667,10,,,CNPC,1,28,undefined,37,6,0.35
,,,,,,,,,,
7.546066667,12,,,WH,1,29,undefined,37,6,0.55
,,,,,,,,,,
7.546066667,11,,,SUBJ,1,30,undefined,37,6,0.59
,,,,,,,,,,
7.546066667,22,,,CNPC,1,31,undefined,37,7,0.7
,,,,,,,,,,
7.546066667,123,,,UNGRAM,1,32,undefined,37,7,0.01
,,,,,,,,,,
7.546066667,24,,,WH,1,33,undefined,37,7,0.67
,,,,,,,,,,
7.546066667,23,,,SUBJ,1,34,undefined,37,7,0.87
,,,,,,,,,,
7.546066667,108,,,FILL,1,35,undefined,37,7,0.84
,,,,,,,,,,
7.546066667,32,,,SUBJ,1,36,undefined,37,8,0.36
,,,,,,,,,,
7.546066667,31,,,CNPC,1,37,undefined,37,8,0.66
,,,,,,,,,,
7.546066667,33,,,WH,1,38,undefined,37,8,0.42
,,,,,,,,,,
7.546066667,126,,,UNGRAM,1,39,undefined,37,8,0.01
,,,,,,,,,,
7.546066667,111,,,FILL,1,40,undefined,37,8,0.95
,,,,,,,,,,
7.546066667,105,,,FILL,1,41,undefined,37,9,0.6
,,,,,,,,,,
7.546066667,120,,,UNGRAM,1,42,undefined,37,9,0.05
,,,,,,,,,,
7.546066667,15,,,WH,1,43,undefined,37,9,0.6
,,,,,,,,,,
7.546066667,14,,,SUBJ,1,44,undefined,37,9,0.61
,,,,,,,,,,
7.546066667,13,,,CNPC,1,45,undefined,37,9,0.52
,,,,,,,,,,
7.546066667,102,,,FILL,1,46,undefined,37,10,0.76
,,,,,,,,,,
7.546066667,4,,,CNPC,1,47,undefined,37,10,0.34
,,,,,,,,,,
7.546066667,6,,,WH,1,48,undefined,37,10,0.23
,,,,,,,,,,
7.546066667,117,,,UNGRAM,1,49,undefined,37,10,0.02
,,,,,,,,,,
7.546066667,5,,,SUBJ,1,50,undefined,37,10,0.62
,,,,,,,,,,
7.546066667,3,,,WH,1,51,undefined,37,11,0.49
,,,,,,,,,,
7.546066667,116,,,UNGRAM,1,52,undefined,37,11,0.03
,,,,,,,,,,
7.546066667,101,,,FILL,1,53,undefined,37,11,0.74
,,,,,,,,,,
7.546066667,2,,,SUBJ,1,54,undefined,37,11,0.65
,,,,,,,,,,
7.546066667,1,,,CNPC,1,55,undefined,37,11,0.39
,,,,,,,,,,
7.546066667,44,,,SUBJ,1,56,undefined,37,12,0.5
,,,,,,,,,,
7.546066667,45,,,WH,1,57,undefined,37,12,0.31
,,,,,,,,,,
7.546066667,115,,,FILL,1,58,undefined,37,12,0.86
,,,,,,,,,,
7.546066667,43,,,CNPC,1,59,undefined,37,12,0.66
,,,,,,,,,,
7.546066667,130,,,UNGRAM,1,60,undefined,37,12,0.03
,,,,,,,,,,
7.546066667,109,,,FILL,1,61,undefined,37,13,0.86
,,,,,,,,,,
7.546066667,124,,,UNGRAM,1,62,undefined,37,13,0.05
,,,,,,,,,,
7.546066667,27,,,WH,1,63,undefined,37,13,0.15
,,,,,,,,,,
7.546066667,25,,,CNPC,1,64,undefined,37,13,0.13
,,,,,,,,,,
7.546066667,26,,,SUBJ,1,65,undefined,37,13,0.52
,,,,,,,,,,
7.546066667,30,,,WH,1,66,undefined,37,14,0.42
,,,,,,,,,,
7.546066667,29,,,SUBJ,1,67,undefined,37,14,0.61
,,,,,,,,,,
7.546066667,28,,,CNPC,1,68,undefined,37,14,0.76
,,,,,,,,,,
7.546066667,110,,,FILL,1,69,undefined,37,14,0.94
,,,,,,,,,,
7.546066667,125,,,UNGRAM,1,70,undefined,37,14,0.02
,,,,,,,,,,
7.546066667,118,,,UNGRAM,1,71,undefined,37,15,0.03
,,,,,,,,,,
7.546066667,103,,,FILL,1,72,undefined,37,15,0.81
,,,,,,,,,,
7.546066667,9,,,WH,1,73,undefined,37,15,0.51
,,,,,,,,,,
7.546066667,7,,,CNPC,1,74,undefined,37,15,0.3
,,,,,,,,,,
7.546066667,8,,,SUBJ,1,75,undefined,37,15,0.66
,,,,,,,,,,
16.72013333,practice_good,,0,practice_good,practice,0,undefined,38,practice,1
,,,,,,,,,,
16.72013333,practice_bad,,0,practice_bad,practice,0,undefined,38,practice,0
,,,,,,,,,,
16.72013333,110,,,FILL,1,1,undefined,38,1,0.99
,,,,,,,,,,
16.72013333,125,,,UNGRAM,1,2,undefined,38,1,0.03
,,,,,,,,,,
16.72013333,28,,,CNPC,1,3,undefined,38,1,0.25
,,,,,,,,,,
16.72013333,30,,,WH,1,4,undefined,38,1,0.36
,,,,,,,,,,
16.72013333,29,,,SUBJ,1,5,undefined,38,1,0.01
,,,,,,,,,,
